ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity
PMPCB	2	1	2.65869313625748e-07	1	11	1	53956967.0289462	NA
TIMM13	4	2	0.000190221409082807	0.333333333333333	11	3	27619059054154	0
ZNF341	2	1	0.000648244449448192	1	10	1	325029321015221	NA
ORAI2	3	2	6.2998291748494e-05	0.5	10	2	3228206966494.46	0
ABCD2	2	1	6.22736917971623e-08	1	13	1	2962009.14034596	NA
SERTAD3	2	1	7.23067025034118e-06	1	12	1	39897887585.7045	NA
CRLF2	2	1	1.66385336280892e-05	1	11	1	211273278868.486	NA
RECQL4	2	1	1.28781938116488e-05	1	12	1	126555293949.309	NA
RIMS2	4	3	3.41806833003503e-05	0.333333333333333	11	3	892020722227.337	0
OSBP	2	1	1.68370711561159e-06	1	12	1	2163487913.5644	NA
APOL5	2	1	0.000590848606009108	1	10	1	266405872817966	NA
CIZ1	2	1	7.72852847182598e-05	1	11	1	4573303427972.56	NA
TPST1	2	1	1.00520291349136e-05	1	11	1	77102672286.6879	NA
TCTN3	3	2	2.36893203329925e-07	0.5	12	2	42854833.8429369	0
PMP22	2	1	6.22736917971623e-08	1	13	1	2962009.14034596	NA
MMP13	3	2	1.06506956709186e-05	0.5	11	2	86568483431.3532	0
METTL1	3	1	0.000233151656823489	0.5	10	2	41481584193507.3	0
BMP8B	2	1	1.23112335592717e-05	1	12	1	115682116547.737	NA
LRP4	2	1	0.00048941421248799	1	10	1	182779091416854	NA
CCDC58	2	1	0.00157567067438504	1	10	1	1896621339144827	NA
ALPI	2	1	0.00816918495989995	1	11	1	50922258167537984	NA
FOXP1	2	1	6.56540157072666e-05	1	11	1	3293068420132.49	NA
CCNB1IP1	2	1	0.000848756730767884	1	10	1	549705782278873	NA
ADPRHL2	2	1	4.41775747262465e-07	1	12	1	148943049.017295	NA
CDKN2AIP	2	1	9.8319610780951e-05	1	11	1	7378835450368.24	NA
TRIAP1	2	1	0.000171533414587349	1	10	1	22456167981639.5	NA
VEGFB	2	1	0.000199408558192939	1	10	1	30342301049678.1	NA
MUC2	2	1	7.69842069734621e-07	1	12	1	452291874.631	NA
CER1	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
IGF2BP2	3	2	0.00188238459228887	0.5	10	2	2703805912576594	0
ATP2B4	7	5	0.000986378855638486	0.17126667957989	10	7	742426641067688	0.0666666666666667
C1orf94	2	1	7.73626668512323e-05	1	11	1	4567101337781.54	NA
HJURP	5	4	0.000327498345628264	0.27618607266436	11	6	81971090560539.6	0.333333333333333
RFXAP	2	1	8.06349906680891e-06	1	11	1	49651245896.863	NA
ITGAE	4	3	0.000105560588752682	0.370230396685423	11	4	8514275069244.48	0.333333333333333
TLN1	9	5	0.00248578137805289	0.131839087314601	11	10	4714939379697766	0.0714285714285714
PGAM5	3	2	0.00061287918885281	0.5	10	2	286840641868736	0
PTP4A1	3	2	0.000145187706100072	0.5	10	2	16087358891299.2	0
PDHA2	2	1	3.07967652600591e-05	1	11	1	724814476010.394	NA
GAN	2	1	5.06425106618176e-05	1	11	1	1957165862846.95	NA
COMMD10	3	2	0.00113395664474779	0.54326169497849	11	3	981233887677677	1
NKRF	3	2	0.00218599875847885	0.536193771626298	10	3	3646667027891767	1
HAUS3	2	1	6.01659590308383e-05	1	11	1	2762287928331.42	NA
SPA17	2	1	5.55832632438728e-09	1	13	1	23589.3594190892	NA
BATF2	2	1	0.00011272106947735	1	10	1	9719010480342.35	NA
USP33	2	1	0.00320900834516621	1	10	1	7857917425055003	NA
TFB1M	3	2	3.0522578499895e-05	0.5	11	2	711985103409.534	0
CNRIP1	3	2	0.000635853668974068	0.5	11	2	308692579359755	0
CARD6	2	1	1.06983542640944e-05	1	11	1	87380662947.3104	NA
RAB26	2	1	7.10705537970497e-06	1	11	1	38547122869.6758	NA
SCN2A	2	1	2.1657884553821e-05	1	12	1	358056811935.809	NA
PMVK	2	1	0.000203118695111647	1	11	1	31481285921307.4	NA
TUBA8	3	2	0.000138709066955799	0.5	11	2	14681391708815	0
GPR17	2	1	1.48712458935551e-05	1	11	1	168788363617.815	NA
LMCD1	2	1	1.19637492645435e-06	1	11	1	1094515259.91678	NA
GPN1	2	1	4.63576939991002e-05	1	11	1	1652925181358.35	NA
ATAD5	2	1	8.39251024304763e-05	1	11	1	5376580726385.02	NA
MON1A	2	1	1.52474490039486e-05	1	11	1	177623154164.12	NA
ESR2	11	7	0.00267785469677329	0.1	10	10	5741013367968996	0
BIK	2	1	9.54389067349035e-06	1	11	1	69549052938.9563	NA
FBXL2	3	2	0.00086693909162532	0.5	11	2	573492307504894	0
AATK	2	1	6.65800844852304e-07	1	11	1	338935737.295026	NA
HIST2H2BE	4	2	0.000901158422289751	0.333333333333333	10	3	619658986019934	0
GALNT10	2	1	3.98276285669401e-05	1	11	1	1210491951582.69	NA
LMX1A	2	1	4.03410666635999e-05	1	10	1	1243801862037.6	NA
PRKAA1	6	3	9.72763550897467e-05	0.2	11	5	7222396159786.66	0
VPS33A	3	2	1.35390517475655e-07	0.9225	13	3	13991135.9212434	1
ZNF331	2	1	2.74111217835118e-06	1	11	1	5765064724.38282	NA
DOCK11	2	1	0.000127699544074215	1	11	1	12443911455257.3	NA
TRPC2	2	1	8.64563507445348e-07	1	11	1	570470506.414011	NA
CREBBP	111	12	0.0262792626466185	0.0116324820362215	9	262	527631692991640512	0.0253544620517098
IGHG3	2	1	0.00350122219961316	1	10	1	9353820313983666	NA
GABRR1	3	2	0.000260117206555287	0.5	11	2	51644992365213.3	0
CFD	2	1	4.47623130415306e-07	1	12	1	152955738.08072	NA
YIPF4	2	1	5.6406483362656e-07	1	11	1	242826413.669208	NA
ZC2HC1C	2	1	0.000168657055218656	1	11	1	21704946151946.8	NA
ACAP1	3	2	0.000592063487585438	0.5	10	2	267502740882951	0
GGT7	2	1	3.4701820700492e-07	1	12	1	91888022.840953	NA
CDH13	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
SV2C	2	1	3.26502469284553e-05	1	11	1	813440395311.568	NA
COMP	2	1	0.000133374303530874	1	11	1	13574238107816.9	NA
TLR7	2	1	6.3083583010729e-06	1	12	1	30368000383.2721	NA
WFDC2	2	1	2.63834159703903e-05	1	11	1	531359998412.779	NA
DEDD2	2	1	7.14142122414578e-05	1	11	1	3958694311802.14	NA
IL17B	2	1	1.05980442412014e-16	1	1	1	1.54308063481524	NA
FOXF2	2	1	0.000590848606009108	1	10	1	266405872817966	NA
SCRIB	3	2	0.00143468799223951	0.5	10	2	1570604888728598	0
CCL28	2	1	1.39052444894607e-06	1	12	1	1485557175.52724	NA
FYTTD1	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
HTR4	2	1	1.69643489279558e-05	1	11	1	219685829772.281	NA
FGF22	2	1	5.21431353310841e-08	1	13	1	2075154.97607239	NA
GPR161	3	1	1.64450916394415e-06	0.5	12	2	2063651087.44773	0
QTRT2	2	1	2.919351690219e-05	1	11	1	650316654198.37	NA
CSF2	2	1	2.17454841654319e-06	1	12	1	3630498246.67137	NA
CAND2	2	1	0.000519360940658946	1	11	1	205820355852835	NA
FAM76B	2	1	0.000142762006908358	1	11	1	15562852118638.3	NA
CRIPAK	2	1	0.000162368838207986	1	10	1	20120504056351.1	NA
SLC26A3	2	1	2.74916372409146e-05	1	11	1	582481599153.625	NA
FBXL4	3	2	0.000706434641556067	0.5	11	2	380807652136930	0
CCER1	2	1	2.9181783593557e-05	1	10	1	649879684389.144	NA
PDIA4	3	2	0.00157653718128484	0.5	10	2	1898707887262816	0
FZD6	4	2	6.99423199806324e-05	0.333333333333333	11	3	3733103552723.91	0
CUL4A	10	8	0.00324883303141022	0.114048356214073	10	11	8076556982640460	0.0555555555555556
RANBP2	17	9	0.00611184100623591	0.0718567679501689	10	27	28509379823423420	0.0916666666666667
NBPF3	2	1	0.00037761967758334	1	10	1	108809946675456	NA
ECSIT	8	6	6.06398200845178e-05	0.172593566934683	11	17	2926976397366.73	0.476190476190476
CREM	11	6	0.00237628802129251	0.101961451247166	10	11	4309409095438044	0.0222222222222222
SS18	2	1	0.000235903316507864	1	11	1	42514805753007.5	NA
ANKS1B	2	1	0.000129661876264755	1	10	1	12829220746659.3	NA
DNAH6	2	1	0.000234103409414129	1	11	1	41819438081753.7	NA
GOLGB1	5	4	0.000788015373213092	0.25	10	4	473826497560857	0
RAC1	61	10	0.00660897830816813	0.0190982864669539	10	89	33330149714666952	0.0163841807909605
NIP7	2	1	6.78764715977384e-09	1	13	1	35260.7646743097	NA
CEP44	2	1	0.000160734953106128	1	11	1	19713821712786.7	NA
SNCB	2	1	4.71234325788861e-05	1	10	1	1694850589059.68	NA
CACTIN-AS1	2	1	3.74589320526418e-06	1	11	1	10707140475.129	NA
SATB2	2	1	0.000116278267992758	1	11	1	10322091789541.1	NA
ATG16L1	2	1	4.03185259984056e-05	1	12	1	1261885581453.03	NA
PHOX2A	3	2	5.86129765264912e-05	0.607222222222222	11	3	2622100494257.53	1
VPS51	5	4	8.47444897764777e-06	0.34806038300737	12	8	54807422056.1094	0.666666666666667
CHIC2	3	2	1.06868214294379e-05	0.714844444444444	11	3	87227606069.4299	1
RCVRN	3	2	3.50113579632831e-05	0.5	11	2	936013581239.122	0
SSTR3	7	6	0.000157911162970442	0.179755894590939	10	13	19030977303100.2	0.466666666666667
SNAP91	2	1	0.000515548091633613	1	10	1	202810023662350	NA
RNF40	2	1	0.00064521131611551	1	10	1	317655584977968	NA
TPPP	2	1	4.71234325788861e-05	1	10	1	1694850589059.68	NA
GPBP1	2	1	0.000739610417169292	1	10	1	417586631898145	NA
MAATS1	2	1	1.14788207886927e-05	1	12	1	100550217886.759	NA
ZNF251	2	1	0.000142358866223165	1	10	1	15506289361749.3	NA
PMCH	2	1	1.82129249990446e-08	1	13	1	256349.869205424	NA
PCBP4	2	1	1.33508541651098e-05	1	11	1	136734448424.142	NA
CROCC	2	1	2.30442716015611e-06	1	12	1	4052560197.00881	NA
USP16	2	1	0.000848756730767884	1	10	1	549705782278873	NA
AEBP2	2	1	1.8440449841106e-05	1	11	1	259997616332.689	NA
PAEP	2	1	0.000543811135284382	1	11	1	225701484385438	NA
FAM208B	2	1	0.000168657055218656	1	11	1	21704946151946.8	NA
GALNT2	2	1	3.98276285669401e-05	1	11	1	1210491951582.69	NA
FAM214A	2	1	2.78536706003838e-05	1	11	1	603469606497.166	NA
PPIG	2	1	2.41474028805563e-05	1	11	1	449620586606.753	NA
PIK3C2B	2	1	0.00649502898169223	1	10	1	32189574408202212	NA
SERTAD2	2	1	0.00050777135316542	1	10	1	197119315224502	NA
TRIM26	2	1	0.000155914041963618	1	11	1	18549513068699.7	NA
MEIS2	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
USP47	2	1	0.000654052348329882	1	11	1	326428420543537	NA
SNX19	2	1	4.83851530414905e-07	1	11	1	178950434.144894	NA
USP9X	2	1	0.00012977995764883	1	11	1	12852445116576.5	NA
SP2	2	1	0.000130017561770306	1	11	1	12900609249299.7	NA
CBX8	3	2	6.05104038078389e-05	0.5	11	2	2794064772031.58	0
INHA	2	1	5.98663450312443e-07	1	12	1	273519737.665235	NA
COMMD3	2	1	0.000463830106885455	1	11	1	164161174045515	NA
TLE3	3	2	0.000257545344690092	0.5	11	2	50632232912943	0
MC5R	6	5	0.000115621593377567	0.206055926424527	10	8	10203494021144.3	0.3
MYO1F	3	2	0.000743238311947531	0.5	10	2	421534489726901	0
NLGN4X	2	1	7.75481301958103e-07	1	12	1	459447481.292496	NA
NOP53	2	1	0.00040238665258565	1	11	1	123548631959517	NA
TIMM10B	2	1	4.57631213601516e-07	1	12	1	160015473.679987	NA
SLC2A4	10	3	0.0136750534670551	0.111111111111111	11	9	142694731163292704	0
HIST1H2BF	2	1	2.03557692082778e-05	1	11	1	316212592882.687	NA
TRIM39	2	1	0.00041062446875247	1	11	1	128671691593413	NA
BBS5	2	1	6.86951160122113e-08	1	13	1	3601025.32533248	NA
PACS2	2	1	1.9826690835462e-06	1	12	1	3000305121.01387	NA
DHX16	2	1	0.000129661876264755	1	10	1	12829220746659.4	NA
NAE1	4	3	0.000262849917076234	0.333333333333333	11	3	52728728694118.5	0
MAMSTR	2	1	8.30781022381725e-08	1	12	1	5269091.61710366	NA
NR2E3	2	1	5.87138134692488e-06	1	12	1	26361219236.082	NA
MYBPC2	2	1	2.12698547122437e-05	1	11	1	345218506466.145	NA
USP26	2	1	9.8319610780951e-05	1	11	1	7378835450368.21	NA
GPBP1L1	2	1	2.23023466484859e-05	1	11	1	379539529252.887	NA
CCDC17	2	1	4.57109139745842e-05	1	11	1	1594822141809.36	NA
PRSS3	2	1	0.000167520882283705	1	11	1	21414159759349.3	NA
MYL2	5	4	0.000143699531296717	0.288185067301097	11	6	15757157744327.4	0.333333333333333
TOMM34	2	1	1.87958646791936e-06	1	12	1	2696810750.94857	NA
RGL2	3	2	0.000150038007178231	0.5	11	2	17178290217858.1	0
LMO4	4	3	0.000161504178598961	0.333333333333333	11	3	19929520688176.4	0
TJP3	3	2	4.13090353733707e-05	0.5	11	2	1302192392358.48	0
CDH4	2	1	3.60466196679918e-05	1	11	1	991924192586.168	NA
MFN1	2	1	1.89649664951677e-05	1	11	1	277050757736.972	NA
KMT5B	2	1	0.000423331174240876	1	10	1	136778189338227	NA
SIN3A	19	7	0.0018625920643582	0.065032863196719	11	22	2663156764398918	0.0261437908496732
SNX7	2	1	0.00041062446875247	1	11	1	128671691593413	NA
MZB1	2	1	5.03478087737182e-05	1	11	1	1934542367956.28	NA
SQOR	2	1	0.00052885742013968	1	11	1	213689106668475	NA
FAM71E2	2	1	2.5245405563507e-05	1	11	1	486469092840.49	NA
CFTR	25	7	0.00206671969369741	0.0450068154865993	10	27	3259381494412562	0.0108695652173913
MAGEH1	3	2	0.000215738765791381	0.5	10	2	35516876860406.4	0
RCBTB2	2	1	6.59977848023111e-06	1	12	1	33253640852.2873	NA
NTMT1	2	1	2.14038708745439e-06	1	12	1	3511122948.00197	NA
SAA4	2	1	2.919351690219e-05	1	11	1	650316654198.367	NA
RNF138	2	1	9.90348782303426e-05	1	11	1	7544590950784.14	NA
CCDC88A	2	1	0.000233064610877979	1	10	1	41450615058936	NA
AKTIP	2	1	3.22019281091402e-05	1	11	1	793697627761.788	NA
TRIR	2	1	0.000746837241943011	1	11	1	432406570762264	NA
FOXN3	2	1	1.37379762084435e-05	1	12	1	146027633865.003	NA
HLA-DRB1	4	3	1.05545823034526e-05	0.386180555555556	12	4	85009343619.7529	0.333333333333333
HLA-DMB	6	3	1.25752481372426e-05	0.23885	12	7	120675380649.246	0.2
LY86	2	1	1.05980442412014e-16	1	1	1	1.54308063481522	NA
ASGR1	4	3	1.08136603044987e-06	0.482253086419753	12	4	892483649.058596	0.333333333333333
REG1A	2	1	2.57900146669163e-06	1	12	1	5075570216.86339	NA
TIMP1	5	4	2.76063185322605e-05	0.25	11	4	583790732850.133	0
F2	32	6	0.000184581388560053	0.049877050627062	10	59	26002652742388.8	0.0602150537634409
CCR7	3	2	2.66833064258122e-07	0.5	13	2	54348149.6881401	0
ELN	13	5	8.12709491281638e-05	0.108412996130165	11	17	5039969157083.08	0.0757575757575758
SIRPB1	2	1	1.16564012565866e-05	1	12	1	103682317976.532	NA
EMC8	6	4	3.3151613923914e-05	0.467119274376417	11	13	839960170162.499	0.8
CDC5L	79	23	0.0783670432252565	0.0275768097950947	10	930	4724063427504665600	0.283716283716284
C8A	6	2	0.000155355488447022	0.2725	11	6	18416551903076	0.1
CSF2RA	5	4	0.000391314229949862	0.276142222174824	11	7	116853635288020	0.5
HOXB2	2	1	3.75017459848371e-06	1	11	1	10736673325.7742	NA
RUNX1T1	12	6	0.000551276628478559	0.10009541831554	10	14	232061121232245	0.0545454545454545
BARD1	44	13	0.0135831275324816	0.0345098032656738	10	160	140844937421876400	0.129568106312292
IFIT2	2	1	5.02661692006137e-06	1	11	1	19283727162.4014	NA
BLM	37	13	0.0053421716436604	0.0583455819745157	10	204	21783787661014720	0.266666666666667
NDUFA6	32	21	0.000477191046275813	0.106189138006191	10	361	173801444509804	0.709677419354839
SEC61B	9	3	8.86933057691302e-06	0.209092881944444	11	12	60027108562.8631	0.142857142857143
CYB5A	7	2	1.85444259692998e-05	0.208767361111111	11	7	266693300585.759	0.0666666666666667
GEM	3	2	2.45240319154509e-05	0.5	11	2	460075080865.498	0
KLRC3	3	2	1.1671672216894e-05	0.5	12	2	103954218171.008	0
BYSL	22	12	0.191483933311221	0.0709443784683293	10	100	27977882015577194496	0.376190476190476
F3	11	5	0.00067952075347154	0.112954162557528	10	12	352346207518970	0.0444444444444444
HCST	2	1	2.66500872562347e-06	1	12	1	5423633406.83423	NA
BCL9	3	1	2.17395779306695e-16	0.5	1	2	2.17818355660857	0
PEX19	12	2	3.22292049424513e-06	0.0909090909090909	12	11	7931182853.77224	0
GNA15	47	11	0.00103822250301991	0.0424845909175697	10	172	822607069865895	0.121739130434783
C5	6	3	0.000100166463984109	0.26318024691358	11	7	7656398434283.22	0.2
COX6C	9	6	7.36907462838506e-05	0.351417595249906	11	30	4145833052898.69	0.785714285714286
MTTP	2	1	8.66506899795356e-07	1	11	1	573570173.946562	NA
VEGFC	3	2	0.000226608836029682	0.585267704046639	11	3	39185023387771.5	1
UTP6	20	14	0.0247744462999743	0.128491567578093	11	147	468336632848862720	0.748538011695906
ALOX5	5	3	0.00657067731373349	0.25	10	4	32943799881394100	0
EIF4E	46	26	0.377858567237422	0.0436442057352828	9	414	1.08945273570514e+20	0.372727272727273
MMS22L	2	1	1.39132916177615e-05	1	10	1	147733113870.491	NA
IRF4	5	3	7.79069885928861e-05	0.306667751736111	11	5	4635391046258.91	0.166666666666667
CPNE3	2	1	0.000559993051482748	1	11	1	239285011270557	NA
MLLT6	3	2	0.000128562383798765	0.5	11	2	12625698373452.1	0
DNMT3B	24	10	0.00207499309842437	0.0655781428198049	10	79	3287702734783232	0.221343873517787
ABL1	131	11	0.0305788532671401	0.0111535542167436	9	294	713541914631578752	0.0195587358378056
ITGA9	4	3	0.000582657801447844	0.345277267625752	10	4	259054045629382	0.333333333333333
CRHR1	3	2	2.13319608444695e-16	0.5	4	2	2.38772627746421	0
CCL22	3	2	3.33054015301082e-07	0.5	12	2	84665553.1204154	0
FXR1	6	5	0.00197221473424483	0.2	10	5	2968232627975176	0
HEXB	3	1	7.94308845284912e-06	0.5	12	2	48149837970.7481	0
AVP	5	3	0.000143978828794551	0.25	10	4	15819204260844.5	0
B2M	13	5	0.000160220111372344	0.0918910847549917	10	14	19615803558079.4	0.0303030303030303
PDCD6IP	15	7	0.00277111772393495	0.07610659651961	9	17	5862573826055611	0.032967032967033
HRG	3	2	1.87460430554014e-05	0.5	11	2	268236840606.464	0
GC	6	4	0.00012809958394836	0.2	11	5	12521791907394.7	0
KRT15	7	3	4.56071486564567e-05	0.186267361111111	10	7	1587234790016.68	0.0666666666666667
LY96	5	4	3.01762278412086e-05	0.35013589174574	11	7	694922591826.666	0.5
FANCB	2	1	0.000380544778345257	1	11	1	110499729055193	NA
TNFRSF17	4	2	0.0010347116232119	0.333333333333333	11	3	816937360198168	0
PIGF	3	1	2.17395779306695e-16	0.5	1	2	2.17818355660857	0
ATF3	9	6	0.00281038965132671	0.148418940887266	10	14	6027367004849127	0.214285714285714
TRIM21	5	4	0.0146210037309693	0.257506489108289	11	5	163118866438749792	0.166666666666667
TREM1	2	1	1.16564012565866e-05	1	12	1	103682317976.533	NA
COL4A4	8	4	4.18457266330094e-05	0.142857142857143	11	7	1336206984346.63	0
TOMM20	8	3	0.000766519437926195	0.184240362811791	11	8	448717568427205	0.0476190476190476
TNF	9	4	0.000210880318377931	0.125	10	8	33948774450087.4	0
CTSB	12	5	0.000128491210558183	0.104710743801653	10	13	12599988359366.4	0.0363636363636364
IFI35	3	2	0.000417477506338859	0.5	11	2	133032131104534	0
CYP3A4	2	1	1.05980442412014e-16	1	1	1	1.54308063481524	NA
CYP2C9	2	1	2.52569784537686e-08	1	13	1	488932.452141339	NA
CCL7	10	5	0.000324094309134773	0.114304698216735	10	10	80151982331852.7	0.0277777777777778
RAB8A	13	5	0.000816359543550215	0.103744195623771	10	18	509162884911616	0.0909090909090909
ADAMTS1	4	3	7.36763435090033e-06	0.364096159297052	11	4	41422125268.8344	0.333333333333333
VPS28	8	5	0.000773700247625685	0.209431216931217	11	15	456767597191583	0.380952380952381
GNL3	3	2	7.98389493150916e-05	0.5	11	2	4864899699258.8	0
BCKDHB	5	3	5.18633999443945e-05	0.592544367283951	11	9	2052447423585.44	0.833333333333333
DDX56	9	4	0.000370137192154695	0.125	11	8	203314855345247	0
COX17	5	4	0.000647287289915278	0.25	10	4	320117567460411	0
TAS1R1	2	1	1.08697889653348e-16	1	2	1	1.58909177830429	NA
RALB	7	4	0.00137175714592631	0.166666666666667	10	6	1436908227778719	0
BMPR2	27	8	0.00208781665150485	0.0412384176364714	9	30	3329651644407308	0.0123076923076923
UGCG	2	1	1.04165204147738e-06	1	12	1	827974900.232837	NA
CYP7A1	2	1	2.52569784537686e-08	1	13	1	488932.45214134	NA
TSNAX	7	3	8.40977464949462e-05	0.166666666666667	10	6	5413808169422.34	0
ITPKB	4	3	0.000803574439298866	0.333333333333333	9	3	493036805969625	0
USP13	6	3	0.000507707799865207	0.2	11	5	579637331091390	0
ATR	31	12	0.00382346949074631	0.044243492514697	10	74	11158398751179390	0.101149425287356
NEU1	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
CLK1	6	4	0.00124972773389689	0.223800728407908	10	6	1199990545229581	0.1
IFT88	16	8	6.52242096706936e-05	0.162878820356068	11	65	3246163774820.45	0.476190476190476
EGR2	7	4	0.00199179994097142	0.169290794586003	10	7	3034848743242132	0.0666666666666667
KPNB1	25	9	0.00998213706928416	0.0552335879453472	10	37	76040871529204736	0.0471014492753623
LIPC	2	1	8.66506899795356e-07	1	11	1	573570173.94656	NA
ROR2	4	3	1.82425444470662e-05	0.333333333333333	11	3	254094050356.595	0
F2RL2	4	2	9.80815831585116e-08	0.534722222222222	13	4	7341688.36238627	0.333333333333333
PPP3R1	13	6	0.00104507764636148	0.112375141918567	10	20	833481773776876	0.121212121212121
SCOC	2	1	1.31098768317493e-05	1	11	1	131317227553.867	NA
MED22	4	3	6.44562236216742e-05	0.333333333333333	11	3	3176339167755.28	0
OLFML3	3	2	8.58749281546102e-05	0.5	10	2	5747055138107.85	0
APCS	6	3	2.96532477288151e-05	0.2	12	5	682198442280.906	0
TSEN15	2	1	0.000622476488095013	1	11	1	300806733913545	NA
GABRB3	3	1	3.78714410984461e-07	0.5	12	2	110992998.597931	0
CXCL13	5	2	2.70189901688085e-07	0.25	12	4	55724619.649115	0
FGFR2	7	3	3.97550334750569e-05	0.166666666666667	11	6	1206105045616.8	0
GCLC	2	1	1.05980442412014e-16	1	1	1	1.54308063481524	NA
ITGAV	26	7	0.000640201855195423	0.0495510328949112	11	38	312763019557517	0.0433333333333333
PLEKHB2	2	1	0.000108420876431363	1	11	1	8971998196415.5	NA
FAS	21	9	0.00363715561588594	0.0602021621244385	9	36	10096668927418322	0.0842105263157895
COPS8	6	4	0.000366003343808801	0.30508268935025	11	10	102249580242586	0.5
SFRP1	4	3	1.78885477850418e-05	0.333333333333333	11	3	244364355550.119	0
PLK3	5	4	0.000658568734339261	0.25	10	4	330966620083595	0
CBLB	17	10	0.00255355913385002	0.0698839654670698	10	34	4975775167452718	0.15
COL4A3BP	2	1	1.04165204147738e-06	1	12	1	827974900.232838	NA
CYTH3	3	1	1.44464555256579e-06	0.5	12	2	1592614897.42862	0
EPHB1	11	8	0.00180365680961362	0.112920062703956	10	18	2482554676604549	0.177777777777778
IL4R	11	7	0.000550401285938805	0.119997254494265	11	20	231179123937178	0.222222222222222
APP	47	8	0.00866989686771727	0.0238367654633917	10	60	57356996295927272	0.0135265700483092
FOXA1	3	2	0.000181952336695558	0.5	10	2	25272117239965	0
NUDT3	3	2	0.0151027551267864	0.5	11	2	174045381624057248	0
STK11	11	5	0.000681587424958385	0.116603229527105	10	12	354605354262679	0.0444444444444444
IL10RA	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
GYPC	2	1	2.78350146617296e-06	1	12	1	5912096581.65452	NA
PAFAH1B3	9	6	0.00124524524357299	0.125	9	8	1183910056195397	0
S100A14	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
CTSK	3	2	5.32536317583148e-06	0.5	12	2	21641109130.068	0
DKC1	5	3	0.000559827195240096	0.353194926697531	10	6	239173406349522	0.333333333333333
IL5RA	3	2	0.000161205393441611	0.542039931806401	10	3	19831869836957.3	1
ARNTL	3	2	0.000520334393291848	0.5	11	2	206592590247491	0
USH1C	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
NIPSNAP3A	4	2	0.000481690281805455	0.333333333333333	11	3	177172967440634	0
TES	4	3	5.80240858552781e-05	0.333333333333333	11	3	2572625085926.49	0
SERPINB9	15	6	0.000720598794880225	0.0714285714285714	9	14	398133871053816	0
DDB1	26	11	0.042193230028698	0.0435126288389952	10	37	1358477891993137920	0.04
CSN3	2	1	0.000124282136650156	1	11	1	11786213923854	NA
POP7	4	3	0.00505137679452806	0.454568158168574	11	5	19470166361870932	0.666666666666667
GLI1	3	2	0.000608339460976625	0.5	10	2	282412150402036	0
LBR	5	3	0.000321500190976201	0.25	10	4	79345935316759.1	0
CYP11B1	2	1	2.03470756304501e-07	1	13	1	31605212.2284149	NA
PDCD7	3	2	0.000977548823644297	0.5	11	2	730908633701576	0
EFNA2	7	4	0.000616030526863319	0.166666666666667	11	6	289573175580748	0
TNFRSF13B	4	2	2.8840127926919e-05	0.333333333333333	11	3	634692417396.256	0
RPP14	6	3	0.00520440788005286	0.276119088912013	11	8	20667719528854716	0.3
UBE2J2	3	2	0.000163027265331067	0.5	11	2	20280192907847.5	0
NF2	8	5	0.00266327219710068	0.142857142857143	11	7	5412343947995658	0
NTNG2	2	1	1.08697889653348e-16	1	2	1	1.58909177830429	NA
CD200	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA
BSG	6	3	6.36892990153817e-05	0.2	11	5	3113077062359.22	0
AAR2	2	1	1.66068241401039e-05	1	11	1	210450039121.955	NA
BRD1	3	2	3.89326441692899e-05	0.5	11	2	1158029853022.89	0
RRAGA	4	3	2.9515023682373e-05	0.421896433470508	11	4	665159669618.906	0.333333333333333
DSC2	3	2	4.36907141869935e-06	0.5	11	2	14571471975.1576	0
FPR2	2	1	2.9777795014656e-07	1	12	1	67666573.2287803	NA
NABP2	3	2	0.000110086104379646	0.63517258755354	11	3	9355107672582.21	1
ZNF232	2	1	7.35930863440983e-06	1	12	1	41333401784.0099	NA
CACNG7	5	2	9.06787691119914e-07	0.25	11	4	627777184.478491	0
FZD8	9	5	2.28613422594626e-05	0.125	11	8	399253443437.68	0
PML	24	9	0.00549010885301764	0.0466259915669088	10	27	22999377398835992	0.0158102766798419
SOD2	3	2	8.00627520901791e-06	0.5	11	2	48930381181.9718	0
RPP30	4	3	0.0146859471370343	0.386701181031244	11	6	164571345288212288	1
NASP	5	3	0.000343577379452551	0.25	10	4	90076371994411.6	0
BCL2	28	9	0.00402703272709952	0.0398856224209648	10	38	12376591885020950	0.0313390313390313
URI1	2	1	0.000299998693813849	1	11	1	69470721747301.8	NA
WIZ	2	1	0.000359536219580307	1	11	1	98635955535203	NA
KISS1	5	3	1.18372099909188e-05	0.266167534722222	11	5	106932262673.641	0.166666666666667
STK36	3	2	0.000451553701516096	0.5	11	2	155595316769870	0
DDX19B	7	3	0.000110020246771508	0.166666666666667	11	6	9241273849211.73	0
APOF	3	2	7.73655572838952e-06	0.5	12	2	45676758107.4756	0
