markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
EYA2	1.59282070301954e-05	1652.5996031746	341.1240234375	0	77	2	1	0	465	156	-0.877329192546584	1587.19117318436	16755	0.528985507246377	0
CDK5RAP1	9.85476250053734e-06	1357.51951659452	176.89013671875	0	11	1	1	0	50	22	-0.818181818181818	1320.17016333264	927	1	NA
GDA	1.02882516865405e-05	1601.02106782107	307.54736328125	0	17	1	1	0	296	34	-0.882352941176471	1548.90129480714	4647	1	NA
CEP164	1.52751941600197e-05	1629.91991341991	326.0693359375	0	23	2	2	0	371	48	-0.67948717948718	1571.73722062403	8433	0.617647058823529	23
BLOC1S5	1.48168143225048e-05	1569.31075036075	288.77685546875	0	22	2	2	0	219	46	-0.666666666666667	1519.08686004545	3065	0.625	22
SNTG1	1.00911898057265e-05	1624.16158008658	321.2373046875	0	13	1	1	0	334	26	-0.846153846153846	1571.04191550542	4904	1	NA
SAR1B	2.21403481800096e-05	1642.69606782107	334.93505859375	0	107	5	4	0	390	234	-0.445695970695971	1576.75289286012	19632	0.320634920634921	42.8
NR3C2	1.5837731632863e-05	1862.82341269841	476.681640625	0	83	2	1	0	1291	168	-0.838095238095238	1783.36086874647	36085	0.5	0
TOB2	1.00741348500856e-05	1694.21551226551	365.34033203125	0	13	1	1	0	538	26	-0.846153846153846	1633.64510378932	7841	1	NA
CPLX1	9.29168745850959e-06	1473.47467532468	234.0146484375	0	8	1	1	0	73	16	-0.75	1432.85868468832	1983	1	NA
DAZL	1.04656564982928e-05	1691.37582972583	364.57373046875	0	23	1	1	0	569	46	-0.91304347826087	1627.46875179011	8459	1	NA
CMAS	6.43417542664624e-06	1404.11987734488	198.341552734375	0	3	1	1	0	63	6	-0.333333333333333	1367.34632784676	692	1	NA
HNRNPH3	1.70897517707754e-05	1667.33333333333	350.1298828125	0	34	3	1	0	523	74	-0.275925925925926	1602.09332619054	7747	0.333333333333333	0
RAB27A	2.44203086911429e-05	1918.0880952381	514.9755859375	0	182	6	1	2	1561	420	-0.0527227565684629	1823.83065318568	65899	0.13474025974026	0
CPSF6	2.48448804459993e-05	1898.21071428571	500.85546875	0	141	6	1	2	1436	338	-0.137400963593965	1808.85123993251	48356	0.128073770491803	0
RCOR3	9.7538746804755e-06	1446.98297258297	221.781982421875	0	10	1	1	0	89	20	-0.8	1403.4491071208	1657	1	NA
SPSB1	1.02032160316326e-05	1655.13575036075	341.06201171875	0	15	1	1	0	439	30	-0.866666666666667	1597.13983753549	8248	1	NA
CABIN1	2.41003218441434e-05	2068.54126984127	621.0439453125	0	261	6	2	0	2645	552	-0.567583034249701	1961.59229468015	110987	0.175034867503487	17.4
C8orf33	1.02479993986673e-05	1464.57308802309	229.798828125	0	19	1	1	0	89	38	-0.894736842105263	1423.13331830591	2119	1	NA
CLCN7	5.9805391872222e-06	1252.6266955267	127.986083984375	0	3	1	1	0	7	6	-0.333333333333333	1227.08599317583	151	1	NA
PER1	1.883229575982e-05	1680.50955988456	357.70458984375	0	35	4	2	0	507	82	-0.16304347826087	1615.53064938019	8943	0.298076923076923	11.6666666666667
GOLM1	2.18688573759326e-05	1763.94761904762	409.7109375	0	56	5	1	1	729	132	-0.1875	1695.04934073146	15416	0.2	0
TNRC6B	1.11214408448711e-05	1344.82034632035	169.9462890625	0	8	2	1	0	34	18	-0.166666666666667	1310.00447262248	553	0.666666666666667	0
COL4A5	1.06424893723855e-05	1691.05638528139	363.61181640625	0	45	1	1	0	510	90	-0.955555555555556	1628.54157232524	13259	1	NA
LXN	1.32059133251378e-05	1442.70642135642	220.249267578125	0	16	2	1	0	117	38	0.0538461538461539	1396.75632359087	2431	0.333333333333333	0
WNT3	2.12212534899471e-05	1551.41078643579	277.552734375	0	55	5	3	0.159664183576095	173	130	-0.328506787330317	1502.85498161813	5133	0.436363636363636	11
PC	9.20039199375236e-06	1340.31280663781	168.155029296875	0	8	1	1	0	42	16	-0.75	1305.54980125451	479	1	NA
GLCCI1	9.51679667107055e-06	1342.58542568543	168.58203125	0	8	1	1	0	34	16	-0.75	1309.1292046816	582	1	NA
CCDC136	9.78238264662613e-06	1557.76075036075	281.95751953125	0	11	1	1	0	168	22	-0.818181818181818	1509.36205705785	2866	1	NA
KRT35	1.05042402763738e-05	1577.48892496393	293.48291015625	0	32	1	1	0	207	64	-0.9375	1526.8425097407	5915	1	NA
ZDHHC7	1.01113145400588e-05	1523.99015151515	263.837890625	0	16	1	1	0	178	32	-0.875	1474.77079602377	2613	1	NA
BSN	9.98942693367726e-06	1586.12582972583	298.70361328125	0	13	2	1	0	280	28	-0.166666666666667	1534.80211765977	4696	0.5	0
SRPRB	2.13475826468024e-05	1924.8869047619	520.91796875	0	170	4	1	0	1678	352	-0.697694235588972	1828.76135303016	65582	0.266447368421053	0
UBE2U	2.07010075146061e-05	1779.879004329	422.24169921875	0	93	4	1	0	893	198	-0.374488124488124	1702.15816907315	40993	0.291095890410959	0
RAG2	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
VPS11	2.48187516389002e-05	1783.75241702742	424.08056640625	0	90	7	5	0.068033073723357	921	236	-0.075431090648482	1705.83740618433	19549	0.147388059701493	12.8571428571429
PDIA5	1.06032697223547e-05	1693.0794011544	364.67919921875	0	55	1	1	0	503	110	-0.963636363636364	1630.59787069188	10355	1	NA
NOX3	9.62676421129953e-06	1525.30122655123	262.64892578125	0	9	1	1	0	133	18	-0.777777777777778	1481.19086596111	2160	1	NA
PPM1J	1.06886828842555e-05	1775.69563492063	419.2685546875	0	56	1	1	0	871	112	-0.964285714285714	1702.10718030135	23745	1	NA
NEK3	1.42238586486667e-05	1660.40241702742	343.34326171875	0	15	2	1	0	428	32	-0.484848484848485	1604.49099226295	6980	0.5	0
GYPB	4.48671351819813e-06	1088.27367632368	69.6414794921875	0	3	1	1	0	3	6	-0.333333333333333	1071.11244321288	17	1	NA
CSNK1D	2.93912334433755e-05	2155.87023809524	683.1435546875	0	537	12	4	0.197510327965844	3089	1416	0.0608363875728159	2024.99800427655	216819	0.06328173374613	31.4035087719298
FBXO6	1.19588525441496e-05	1427.35999278499	210.462890625	0	10	2	2	0	54	22	-0.314285714285714	1387.58105006105	1348	0.8	10
TRIM22	1.49806460508636e-05	1586.66111111111	299.6181640625	0	21	2	1	0	251	44	-0.616666666666667	1533.31113389821	3815	0.5	0
AGTPBP1	9.51771114871464e-06	1554.73697691198	279.5751953125	0	11	2	1	0	175	28	0.222222222222222	1507.28006790811	2655	0.333333333333333	0
KRT77	9.74969675176885e-06	1421.93416305916	207.039794921875	0	10	1	1	0	45	20	-0.8	1384.6055850675	1355	1	NA
KRT1	1.90140490454365e-05	1787.60595238095	425.68359375	0	85	4	2	0	839	190	-0.27218782249742	1714.27755988656	23876	0.213888888888889	8.5
ZNF451	2.12193822766002e-05	1891.61785714286	496.75390625	0	161	4	2	0	1402	334	-0.61637834423457	1803.85536507937	71952	0.289179104477612	26.8333333333333
ANK1	2.68400589850696e-05	1961.87182539683	544.0068359375	0	222	9	3	0	1820	600	0.12969431473637	1866.42504270135	57999	0.103430353430353	5.69230769230769
NOTCH2NLA	8.280507417332e-06	1217.14575424575	114.796752929688	0	8	1	1	0	19	16	-0.75	1191.59995805809	165	1	NA
TRAF3IP2	2.15107721844515e-05	1908.5369047619	507.60546875	0	148	4	2	0	1492	308	-0.748749168548308	1823.59652106935	71808	0.308695652173913	24.6666666666667
VIPR1	1.64140963771702e-05	1515.01078643579	257.935546875	0	36	4	1	1	151	92	0.092512077294686	1466.35984516129	2796	0.226086956521739	0
DHX30	1.58644938055333e-05	1760.09761904762	409.279296875	0	80	2	1	0	769	162	-0.871975019516003	1685.24613696355	20205	0.5	0
SCFD1	2.40776657179365e-05	1861.05476190476	475.6318359375	0	155	6	3	0	1240	340	-0.500843348091925	1775.83660968216	37399	0.197831978319783	31
SLCO3A1	4.45190322224829e-06	1076.75691253191	66.4248046875	0	3	1	1	0	3	6	-0.333333333333333	1059.78521336914	14	1	NA
SPATA20	1.04294145650823e-05	1607.04848484848	312.654296875	0	25	1	1	0	319	50	-0.92	1549.66165762129	5098	1	NA
CYB5R1	1.06032697223547e-05	1693.0794011544	364.67919921875	0	55	1	1	0	503	110	-0.963636363636364	1630.59787069188	10355	1	NA
RPS6KB2	1.57818381868932e-05	1766.16587301587	412.1416015625	0	59	3	1	0	810	124	-0.336898395721925	1695.04934073146	20737	0.333333333333333	0
KIAA0513	1.48027882685475e-05	1510.10324675325	254.912109375	0	19	2	1	0	150	40	-0.618181818181818	1464.35698270752	2446	0.5	0
SHMT2	1.43567483574252e-05	2020.71507936508	586.5986328125	0	242	2	1	0	2172	486	-0.59163179916318	1921.07120156873	128651	0.5	0
MEP1A	1.29691637099415e-05	1471.1215007215	234.8359375	0	16	2	1	0	127	38	0.0538461538461539	1424.77480504501	1897	0.333333333333333	0
ALDH1B1	1.07701165752533e-05	1881.27424242424	491.50048828125	0	117	1	1	0	1491	234	-0.982905982905983	1790.89271306102	49288	1	NA
ATP5F1D	1.59907966526213e-05	1737.52698412698	393.05078125	0	68	2	1	0	612	138	-0.875555555555556	1670.28554631235	20295	0.5	0
MAD2L2	2.38888688540452e-05	1808.33373015873	441.26171875	0	164	6	2	0	1005	358	-0.36641625079934	1724.5271176667	62133	0.238532110091743	21.8666666666667
THOC6	1.59826070512506e-05	1681.33813131313	357.90673828125	0	64	2	2	0	472	130	-0.869047619047619	1617.13988103708	24930	0.553571428571429	64
IWS1	1.04951584287681e-05	1653.47777777778	342.392578125	0	24	1	1	0	527	48	-0.916666666666667	1588.38912028625	12347	1	NA
ARNT2	1.55779977099239e-05	1722.57543290043	384.22314453125	0	35	3	1	0	623	76	-0.279761904761905	1654.91317897189	13346	0.333333333333333	0
SIRT6	1.0622933726309e-05	1709.07821067821	375.36181640625	0	47	1	1	0	554	94	-0.957446808510638	1643.90117170548	13322	1	NA
STOM	1.66917832477281e-05	1654.13019480519	340.26318359375	0	25	3	1	0	393	62	0.0944444444444444	1594.67456219129	5429	0.25	0
PRRX1	1.24088130792134e-05	1658.79087301587	342.5908203125	0	15	2	1	0	381	32	-0.346153846153846	1602.18367404483	6657	0.5	0
RAI2	1.06032697223548e-05	1693.0794011544	364.67919921875	0	55	1	1	0	503	110	-0.963636363636364	1630.59787069188	10355	1	NA
BCKDK	1.35869827295402e-05	1465.90126262626	230.371337890625	0	17	3	3	0	89	40	-0.206349206349206	1423.91790502443	1430	0.777777777777778	17
DMTN	1.84451859997525e-05	1685.7794011544	359.36572265625	0	46	3	1	0	422	98	-0.507575757575758	1625.37383792443	11795	0.350877192982456	0
FDX1	1.55179674533331e-05	1553.31277056277	280.248046875	0	17	3	1	0	189	40	-0.180952380952381	1501.66346890774	3143	0.366666666666667	0
OPRK1	2.51812842337239e-05	1680.75873015873	361.0009765625	0	503	7	7	0.0775740148258852	535	1048	-0.810587428202333	1599.02755030252	108247	0.451319381255687	287.428571428571
RETN	1.0696873406695e-05	1675.24729437229	355.21484375	0	54	1	1	0	491	108	-0.962962962962963	1608.80670460659	27574	1	NA
NGLY1	1.84489341577764e-05	1670.17388167388	351.55078125	0	38	3	3	0	491	82	-0.564705882352941	1605.48835895118	10916	0.402298850574713	25.3333333333333
POU1F1	1.64181593143896e-05	1655.40043290043	341.33642578125	0	26	3	1	0	402	58	-0.3	1595.48054136014	9197	0.350877192982456	0
P4HA1	1.62193664328125e-05	2010.06507936508	579.794921875	0	195	2	1	0	2241	392	-0.957734391761424	1910.99226474743	81726	0.505291005291005	0
GEMIN4	2.61559665602297e-05	1902.78614718615	503.72705078125	0	141	8	2	0.314253343630457	1473	354	-0.134080951728011	1813.7011714386	42019	0.119585687382298	7.83333333333333
DNAJB2	1.61024757577495e-05	1905.5369047619	506.30078125	0	110	2	1	0	1554	222	-0.91553544494721	1820.0334401025	42732	0.509615384615385	0
COL5A2	1.55565745855129e-05	1839.77384559885	461.03173828125	0	87	2	1	0	1138	176	-0.774683544303797	1761.85060928343	34435	0.5	0
RHOBTB1	1.9043335666132e-05	1801.3794011544	436.17822265625	0	91	3	1	0	979	188	-0.724305555555556	1723.16736921911	28608	0.358649789029536	0
NAXE	1.42817145513298e-05	1514.93654401154	258.923583984375	0	33	2	1	0	198	68	-0.597701149425287	1465.18769500529	3557	0.557692307692308	0
ZC3H7B	1.00638741390598e-05	1525.92269119769	264.6826171875	0	12	1	1	0	185	24	-0.833333333333333	1477.41664066563	5324	1	NA
TMEM19	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
BTG2	1.83644653884516e-05	1770.05952380952	414.3916015625	0	66	3	1	0	791	138	-0.623891625615764	1699.25667633601	19207	0.333333333333333	0
MYL5	9.55074417099039e-06	1550.4794011544	278.58740234375	0	8	1	1	0	195	16	-0.75	1500.3153697885	2911	1	NA
TUBB4A	1.71548520058953e-05	1583.94491341991	297.7041015625	0	24	3	1	0	230	60	0.019047619047619	1530.37905680196	4049	0.25	0
ITPRIPL1	1.06032697223545e-05	1693.0794011544	364.67919921875	0	55	1	1	0	503	110	-0.963636363636364	1630.59787069188	10355	1	NA
DERL2	2.09828916047808e-05	1980.8630952381	559.19921875	0	225	4	5	0	1989	480	-0.0710242298181997	1879.5132310135	112577	0.180762852404643	90
SMC1A	2.99584487574419e-05	2135.83412698413	668.5439453125	0	688	17	15	0.0543122258610602	2994	1838	-0.0402340361810633	2006.76122196716	283410	0.0801212121212121	86.3722943722944
TNFSF14	1.70825459215384e-05	1678.15873015873	355.916015625	0	35	3	1	0	499	76	-0.303703703703704	1615.02555211324	10940	0.386666666666667	0
CACYBP	1.41514700001129e-05	1576.92344877345	292.62646484375	0	18	2	1	0	198	38	-0.466666666666667	1527.78672832867	4699	0.5	0
NXPH1	9.51342244034417e-06	1356.25681818182	175.28076171875	0	10	1	1	0	45	20	-0.8	1321.52112938112	602	1	NA
UNC80	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
MEP1B	1.06761377598121e-05	1791.76706349206	428.740234375	0	51	1	1	0	916	102	-0.96078431372549	1721.0275018173	23860	1	NA
HMGCS1	1.07762887386292e-05	1894.50396825397	499.8916015625	0	149	1	1	0	1470	298	-0.986577181208054	1803.74084185131	54727	1	NA
RXRG	2.50222059160115e-05	1867.5119047619	480.1787109375	0	161	7	6	0.0501750035468149	1273	364	-0.437690460799705	1780.62248127605	63527	0.179156908665105	38.3333333333333
CAVIN1	1.30734433558466e-05	1568.04130591631	287.37158203125	0	11	2	1	0	187	24	-0.277777777777778	1519.85887765474	3334	0.5	0
SLC12A6	8.32919842255246e-06	1454.37543290043	224.672607421875	0	5	1	1	0	101	10	-0.6	1413.18752487067	1249	1	NA
TPM3	2.33538090234903e-05	1975.48928571429	555.6748046875	0	213	5	1	2	1969	468	-0.0763646408298361	1873.0697521097	82878	0.151215805471125	0
NSFL1C	2.08849900451561e-05	1803.31071428571	436.43359375	0	66	4	2	0	942	144	-0.468817204301075	1728.93485470866	22023	0.258620689655172	11
ZMYND11	1.56979399239156e-05	1778.34404761905	420.17578125	0	71	2	1	0	820	144	-0.800546448087432	1706.04227466523	21844	0.5	0
TNFRSF12A	1.06877949612925e-05	1742.57027417027	396.16064453125	0	61	1	1	0	647	122	-0.967213114754098	1676.39604661454	19617	1	NA
TTBK1	9.43607272915699e-06	1487.56237373737	241.709228515625	0	7	1	1	0	77	14	-0.714285714285714	1445.80148087835	1770	1	NA
ZHX2	1.52908497857289e-05	1677.57063492063	355.197265625	0	22	2	1	0	470	46	-0.666666666666667	1616.44981793355	9280	0.5	0
LSR	1.07072616287071e-05	1804.61908369408	437.67431640625	0	68	1	1	0	981	136	-0.970588235294118	1730.61992507538	24801	1	NA
CIAO3	1.0027086404629e-05	1588.91273448773	300.95068359375	0	12	1	1	0	249	24	-0.833333333333333	1536.12987293863	4447	1	NA
MYO15A	8.89516251399879e-06	1368.57153679654	181.708740234375	0	6	1	1	0	77	12	-0.666666666666667	1331.96071261135	561	1	NA
SOX18	1.56281835276081e-05	1767.58571428571	412.609375	0	46	2	1	0	791	94	-0.798319327731092	1699.10424017702	18009	0.5	0
MPP4	8.34260697883225e-06	1313.56753246753	154.700439453125	0	5	1	1	0	14	10	-0.6	1283.52030720578	438	1	NA
MYH6	7.59935495509457e-06	1245.5845959596	125.37255859375	0	4	1	1	0	13	8	-0.5	1219.73691102286	168	1	NA
IGDCC4	1.05715100397195e-05	1632.11511544012	327.00634765625	0	51	1	1	0	331	102	-0.96078431372549	1574.30648602222	7545	1	NA
TFPT	1.54519721989462e-05	1748.33849206349	400.365234375	0	31	2	1	0	746	64	-0.71304347826087	1681.05807520488	11437	0.5	0
DLK1	1.44010127963657e-05	1748.63733766234	400.62158203125	0	41	2	1	0	719	84	-0.547368421052632	1680.51117946291	14293	0.5	0
KRT81	8.79996067341892e-06	1329.11078643579	161.4794921875	0	7	1	1	0	18	14	-0.714285714285714	1298.41972487546	386	1	NA
TAP2	9.48832309502235e-06	1388.62741702742	190.068115234375	0	8	1	1	0	53	16	-0.75	1353.95534586699	669	1	NA
PIR	1.58447876014406e-05	1753.51829004329	404.05908203125	0	50	2	1	0	758	102	-0.830065359477124	1683.84779967403	14888	0.5	0
P2RY2	1.46259824068202e-05	1576.00519480519	293.38037109375	0	31	2	2	0	244	64	-0.592592592592593	1522.91399319236	5730	0.537037037037037	31
ABCA1	2.26394769137612e-05	1975.75079365079	553.841796875	0	130	6	1	1	1966	290	-0.189775910364146	1886.87799694494	54941	0.171014492753623	0
RNF146	1.00730805887515e-05	1595.25126262626	304.7763671875	0	12	1	1	0	303	24	-0.833333333333333	1541.7148903842	3824	1	NA
HSD11B1	1.31250786775477e-05	1647.49606782107	335.78564453125	0	12	2	1	0	390	26	-0.377777777777778	1591.28049736754	5725	0.5	0
GIN1	9.79105339558968e-06	1503.42467532468	251.177734375	0	9	1	1	0	130	18	-0.777777777777778	1458.83039794608	2002	1	NA
RPS19BP1	1.07179788875905e-05	1712.24725829726	379.22705078125	0	65	1	1	0	650	130	-0.969230769230769	1640.19986721704	37539	1	NA
PCSK9	8.58082474285967e-06	1419.77705627706	205.440673828125	0	5	1	1	0	37	10	-0.6	1383.66152047923	880	1	NA
BRMS1	2.48707561609536e-05	1998.03888888889	571.2392578125	0	240	7	5	0.068033073723357	2123	522	-0.364300051800052	1894.80605575564	113420	0.160975609756098	45.7142857142857
BRAF	2.46425317736677e-05	1927.2880952381	519.8740234375	0	134	6	1	2	1594	310	-0.256301451686289	1841.32486470722	57035	0.151706700379267	0
TFAP2B	8.60734947343144e-06	1247.44690864691	127.511352539062	0	5	1	1	0	33	10	-0.6	1218.79504944124	265	1	NA
FAM208A	1.0106428606073e-05	1654.52582972583	339.91455078125	0	16	1	1	0	422	32	-0.875	1598.75760389409	5083	1	NA
IL13RA1	2.10897706658979e-05	1768.33852813853	413.34228515625	0	91	4	1	0	760	194	-0.555387409200969	1695.50455047295	23879	0.253048780487805	0
ZPR1	1.04036934185434e-05	1630.10321067821	326.19189453125	0	22	1	1	0	349	44	-0.909090909090909	1572.21560001107	6510	1	NA
DSTN	1.0777465680374e-05	1895.17063492063	500.2666015625	0	151	2	1	0	1470	304	-0.32	1803.85536507937	54876	0.5	0
EYA3	8.05707964566455e-06	1481.10321067821	238.37060546875	0	7	2	1	0	99	16	-0.1	1439.17339547135	1361	0.5	0
COPS7A	1.54658707402771e-05	1677.78852813853	357.15478515625	0	40	2	2	0	557	82	-0.7375	1610.31128492887	11565	0.527777777777778	40
GFI1B	2.47891258503408e-05	1986.60198412698	562.4150390625	0	182	6	2	0	2055	454	0.151695741872248	1887.1913381381	78926	0.1025	4.04444444444444
PMF1	2.5189075911464e-05	1887.98928571429	495.5966796875	0	220	6	3	0	1441	496	-0.22168544905387	1791.62680119817	75292	0.174166666666667	31.4285714285714
GALNT1	1.00224003607258e-05	1620.52860750361	320.25830078125	0	15	1	1	0	372	30	-0.866666666666667	1564.25172746043	6496	1	NA
F13A1	1.81740750236385e-05	1719.83852813853	382.73291015625	0	52	4	1	0	639	116	-0.127777777777778	1650.25104553903	11978	0.255813953488372	0
MLF2	1.51336400504674e-05	1605.2674963925	310.53759765625	0	21	2	1	0	284	44	-0.646153846153846	1550.93058929498	5153	0.53125	0
TYMSOS	1.02360154945892e-05	1514.85241702742	257.95849609375	0	26	1	1	0	136	52	-0.923076923076923	1467.98883922805	2856	1	NA
WNT8B	1.56138925705276e-05	1681.69567099567	356.85791015625	0	41	2	2	0	439	84	-0.808888888888889	1622.31103497502	10781	0.573529411764706	41
DROSHA	1.59225479268656e-05	1884.71428571429	492.6484375	0	91	3	1	0	1482	188	-0.376984126984127	1798.60230438086	38317	0.333333333333333	0
POMT1	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
ROPN1B	6.34018061497603e-06	1301.56641414141	150.38818359375	0	4	1	1	0	24	8	-0.5	1269.86644616279	323	1	NA
TLX2	1.06655901718475e-05	1792.025	428.37890625	0	51	1	1	0	895	102	-0.96078431372549	1723.16736921911	22320	1	NA
SUB1	2.43339959325236e-05	1934.49448051948	527.54248046875	0	202	6	5	0.068033073723357	1738	446	-0.233873078659275	1834.13311814074	90010	0.154895666131621	38.4761904761905
SCIN	1.92391798901501e-05	2082.03650793651	630.5205078125	0	328	3	1	0	2626	662	-0.800609756097561	1974.33787352328	168768	0.363841807909605	0
KCNMB1	6.07171225509656e-06	1304.48542568543	150.480224609375	0	5	2	1	0	9	12	0.166666666666667	1274.50920754548	241	0.5	0
DPYSL5	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA
DDB2	1.53375122939085e-05	1683.21471861472	360.85009765625	0	33	2	1	0	596	68	-0.675925925925926	1614.70429099176	12268	0.517857142857143	0
ZNF354B	1.03016833819059e-05	1684.9294011544	360.02978515625	0	17	1	1	0	526	34	-0.882352941176471	1623.33068594121	8281	1	NA
MED16	1.90102527170094e-05	1745.32463924964	398.31103515625	0	66	3	3	0	698	138	-0.732142857142857	1677.23726312061	22014	0.5	44
HCRTR1	2.22551431236405e-05	1591.95598845599	307.31591796875	0	229	5	3	0	349	478	-0.581645828201323	1519.77757569274	44017	0.338931297709924	45.8
GALR2	2.5926321130083e-05	1733.78571428571	394.130859375	0	522	8	6	0.0501750035468149	646	1100	-0.765810653380998	1646.09183348301	109141	0.333333333333333	149.142857142857
RYR2	1.5417896186716e-05	1677.62582972583	354.15966796875	0	36	2	1	0	411	74	-0.756410256410256	1619.07519589685	7723	0.5	0
UBXN4	1.01064286060726e-05	1654.52582972583	339.91455078125	0	16	1	1	0	422	32	-0.875	1598.75760389409	5083	1	NA
SMC5	1.25659365348998e-06	3.83333333333333	2.875	0	11	3	3	0	5	28	0.0666666666666667	3.125	32	0.666666666666667	7.33333333333333
PGM1	8.65886299419241e-06	1367.85761183261	179.461181640625	0	6	1	1	0	23	12	-0.666666666666667	1335.49824899523	485	1	NA
NIFK	1.0771787561944e-05	1858.11666666667	474.7890625	0	112	1	1	0	1290	224	-0.982142857142857	1773.3979588652	51654	1	NA
MAP4	1.56735079862664e-05	1842.02424242424	462.93798828125	0	90	2	1	0	1172	182	-0.820837390457644	1762.4517369727	34680	0.5	0
TIMM22	1.50758847667946e-05	1676.10634920635	353.462890625	0	22	2	1	0	433	46	-0.657142857142857	1617.55420177636	8015	0.529411764705882	0
SART1	2.44200719292865e-05	1897.55833333333	501.09765625	0	289	6	4	0	1464	608	-0.757959349209349	1806.49341896102	135938	0.332151300236407	77.0666666666667
CDK14	1.79795911225299e-05	1845.40476190476	465.4921875	0	112	3	1	0	1165	230	-0.527933673469388	1762.77979772911	37972	0.333333333333333	0
LMO2	2.6265652892069e-05	1926.57341269841	520.0087890625	0	123	7	2	0	1653	336	0.0535166240409207	1836.74178950091	45529	0.108247422680412	2.73333333333333
SAMD3	1.0214217348058e-05	1585.98181818182	299.1708984375	0	16	1	1	0	249	32	-0.875	1533.31113389821	5490	1	NA
INTS7	1.96964355547819e-05	1600.33896103896	309.3642578125	0	27	4	2	0	333	66	-0.161111111111111	1540.08521479875	8091	0.291666666666667	4.5
BID	2.38410865017493e-05	1867.25638528139	478.77001953125	0	91	6	2	0	1266	212	-0.355822104863026	1787.84985211755	28254	0.177631578947368	6.06666666666667
FNDC11	1.01236295645747e-05	1551.45281385281	277.57568359375	0	14	1	1	0	155	28	-0.857142857142857	1505.32344292262	2775	1	NA
PRKD1	2.57513098602113e-05	2032.67222222222	594.6064453125	0	273	6	3	0.159664183576095	2303	602	-0.343822880110668	1930.53524954983	126585	0.149769585253456	29.25
CCNT1	2.87547889049998e-05	2122.61031746032	659.37109375	0	549	10	11	0.0911683762992002	2861	1338	-0.0544532102607067	1997.09841135948	241069	0.0857142857142857	73.2
HDGF	1.0719950295303e-05	1827.15833333333	452.94921875	0	77	1	1	0	1096	154	-0.974025974025974	1750.07527411605	28845	1	NA
TMF1	8.07733426158119e-06	1518.23257575758	257.90673828125	0	4	1	1	0	112	8	-0.5	1476.84064977258	1822	1	NA
MDM2	2.83995209585566e-05	2259.58650793651	758.6845703125	0	755	13	7	0.0775740148258852	3757	1666	-0.512601058970952	2122.2620452678	343679	0.0931174089068826	77.4358974358974
MCHR1	1.07126756461157e-05	1564.2873015873	290.3662109375	0	92	2	1	0	327	186	-0.477777777777778	1499.84014781576	19071	0.5	0
PI3	4.59601628471805e-06	1034.57090964591	55.03857421875	0	3	1	1	0	5	6	-0.333333333333333	1019.27357525966	11	1	NA
PPP1R3A	1.23710195645614e-05	1695.98217893218	366.46533203125	0	17	2	1	0	541	36	-0.457142857142857	1634.4909676677	7898	0.5	0
ANKLE2	1.02714536539128e-05	1545.32943722944	275.224609375	0	19	1	1	0	182	38	-0.894736842105263	1496.24615546661	3205	1	NA
PCSK2	5.35439603115714e-06	1207.33979076479	109.813232421875	0	3	1	1	0	4	6	-0.333333333333333	1184.61918859192	68	1	NA
CHRM1	1.02479993986671e-05	1464.57308802309	229.798828125	0	19	1	1	0	89	38	-0.894736842105263	1423.13331830591	2119	1	NA
TBC1D5	1.59627249867781e-05	1758.4674963925	406.09228515625	0	58	2	1	0	693	118	-0.865319865319865	1691.86970373679	19289	0.5	0
FST	1.1712556095792e-05	1411.77546897547	202.950439453125	0	10	2	1	0	74	22	-0.314285714285714	1371.9684180027	784	0.5	0
PIGT	1.25613459331397e-05	1682.22384559885	357.10986328125	0	17	2	2	0	485	40	-0.0461538461538461	1623.42344504443	8554	0.393939393939394	5.66666666666667
LPAR4	1.06241874871653e-05	1593.30202020202	306.19677734375	0	45	1	1	0	389	90	-0.955555555555556	1531.9056400302	11094	1	NA
NAPSA	1.89836948467943e-05	1630.97027417027	327.61376953125	0	60	3	2	0	382	126	-0.712662337662338	1568.22355311456	12506	0.380952380952381	20
WLS	2.02367004229058e-05	1687.16071428571	360.66015625	0	37	4	1	0	491	86	-0.343822843822844	1625.51333104474	8516	0.345238095238095	0
LDHB	1.04770610992853e-05	1691.15519480519	363.00830078125	0	24	1	1	0	496	48	-0.916666666666667	1631.58111755585	11686	1	NA
RGL4	9.36914824416164e-06	1513.05241702742	255.56396484375	0	7	1	1	0	105	14	-0.714285714285714	1470.49620869025	2419	1	NA
DUSP7	1.57843846533902e-05	1762.57063492063	409.416015625	0	50	2	1	0	755	102	-0.804511278195489	1693.88713668207	19338	0.5	0
GOSR1	2.62860712222499e-05	1771.44805194805	414.84423828125	0	178	8	8	0.0620682809648148	753	446	-0.0999742391854385	1695.96000477555	33006	0.184615384615385	51.4222222222222
