gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
5896	PTPN9	4.37445090822747	2	0.000237	14.5	307.011315	2.5e-05	0	0	4.4e-05	807.029981	1883.997619
5897	PTPRA	3.78166923898848	2	0.000237	119	0	0.000921	1	1	3.7e-05	0	2202.097619
5898	PTPRB	4.21251335628636	4	0.000475	12.25	190.545862	4.9e-05	0	0	7.2e-05	640.02782	1958.686905
5899	PTPRC	3.45233289801733	28	0.003325	30.964286	35357.870803	0.001286	0.10582	40	0.00034	71977.162159	2442.442857
5900	PTPRCAP	4.42490799002731	1	0.000119	28	0	2.3e-05	0	0	2.8e-05	0	1859.940476
5901	PTPRD	5.20705211919744	1	0.000119	4	0	1e-06	0	0	3.6e-05	0	1565.93254
5902	PTPRE	3.68122996557046	6	0.000712	60.5	10094.250732	0.00027	0.066667	1	0.000104	20641.859611	2271.311905
5903	PTPRF	3.44200403656654	14	0.001662	45	13548.079375	0.000815	0.131868	12	0.000162	28775.687695	2438.321429
5904	PTPRG	4.31473346788555	1	0.000119	75	0	2e-05	0	0	3e-05	0	1914.414286
5905	PTPRH	3.85966995132376	3	0.000356	50.333333	116.301266	0.000121	0	0	4.8e-05	229.445698	2151.885714
5906	PTPRJ	3.64846254303692	7	0.000831	42.285714	3858.882978	0.000336	0.142857	3	9.3e-05	9009.311945	2287.702381
5907	PTPRK	3.71874628992046	5	0.000594	45.6	1603.704442	0.000242	0.1	1	6.4e-05	3531.797172	2238.435714
5908	PTPRM	3.7578060073608	6	0.000712	35.166667	5187.46978	0.000204	0.2	3	9.2e-05	10865.799097	2214.754762
5909	PTPRN	4.56571292888519	3	0.000356	6.666667	169.52164	2.6e-05	0	0	5.9e-05	459.951101	1797.964286
5910	PTPRN2	4.18437611302386	1	0.000119	83	0	6.8e-05	0	0	3.3e-05	0	1975.613095
5911	PTPRO	4.44342870711148	1	0.000119	34	0	1.3e-05	0	0	2.9e-05	0	1854.733333
5912	PTPRR	5.22034904428351	1	0.000119	4	0	1e-06	0	0	3.5e-05	0	1563.372619
5913	PTPRS	3.82820847678974	9	0.001069	25.555556	10823.217871	0.001285	0.027778	1	0.00013	22603.152893	2180.290476
5914	PTPRU	4.38596699513238	3	0.000356	50	31.710036	2.3e-05	0.333333	1	4.7e-05	59.369098	1888.234524
5915	PTPRZ1	3.77027187462899	7	0.000831	30.285714	5140.517111	0.000133	0.047619	1	0.000105	11362.475532	2210.880952
5916	PTRH2	4.43013178202541	1	0.000119	16	0	1.8e-05	0	0	2.9e-05	0	1855.947619
5917	PTS	3.96177134037754	4	0.000475	40.25	23.029468	0.000171	0.5	3	5.1e-05	38.49368	2096.409524
5918	PTTG1	3.93434643238751	5	0.000594	38.8	8354.079511	0.000372	0.3	3	7.9e-05	16675.812119	2113.54881
5919	PTTG1IP	4.90692152439748	1	0.000119	5	0	7e-06	0	0	3.1e-05	0	1667.25
5920	PTX3	4.76908464917488	1	0.000119	12	0	5e-05	0	0	3.2e-05	0	1717.787302
5921	PUF60	3.58530214887807	21	0.002493	50.666667	14559.556136	0.007679	0.285714	60	0.000171	29712.704357	2346.533333
5922	PUM1	3.87118603822866	2	0.000237	88	1673.573547	0.000241	0	0	4.3e-05	3739.93089	2152.635714
5923	PUM2	4.83782500296806	1	0.000119	16	0	5e-06	0	0	2.8e-05	0	1694.578175
5924	PUM3	4.88020895167992	1	0.000119	4	0	3e-06	0	0	3.4e-05	0	1675.131746
5925	PURA	3.71091060192331	7	0.000831	38.428571	9378.904224	0.000287	0.095238	2	0.000103	19135.799861	2252.054762
5926	PURB	4.68348569393328	1	0.000119	7	0	5e-06	0	0	3e-05	0	1751.195238
5927	PVR	4.59349400451146	5	0.000594	3.8	871.773755	5e-06	0	0	0.000103	2937.472848	1788.534921
5928	PWP1	4.18865012465867	1	0.000119	68	0	0.000171	0	0	2.7e-05	0	1975.557143
5929	PWP2	4.14436661522023	27	0.003206	27.185185	556.500289	0.001566	0.763533	268	0.000155	1038.094473	2010.202381
5930	PXDN	3.29371957734774	23	0.002731	48.73913	44603.940498	0.003181	0.098814	25	0.000283	87883.315665	2562.854762
5931	PXMP4	5.66686453757569	1	0.000119	10	0	0	0	0	4.7e-05	0	1434.960317
5932	PXN	3.01852071708417	92	0.010924	31.043478	485773.404719	0.020471	0.032489	136	0.00108	923409.529089	2839.328571
5933	PYCARD	4.27567375044521	7	0.000831	7.285714	17199.066024	1.6e-05	0.142857	3	0.000159	34882.092582	1926.794048
5934	PYDC1	4.28113498753413	4	0.000475	12.75	0.583333	0.000851	0.666667	4	6.1e-05	1.166667	1929.144048
5935	PYGM	4.49970319363647	3	0.000356	9.333333	408.262708	1.8e-05	0	0	5.7e-05	1096.337549	1827.114286
5936	PYGO1	4.67351300011872	1	0.000119	9	0	6e-06	0	0	3e-05	0	1753.796032
5937	PYGO2	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
5938	PYY	5.66959515612015	2	0.000237	1.5	8192	0	0	0	0.000103	16384	1439.260714
5939	PZP	4.35367446278048	3	0.000356	26.666667	29.036791	3.9e-05	0.666667	2	5.7e-05	47.34185	1897.576984
5940	QARS	3.65712928885195	8	0.00095	43.25	5930.130224	0.000772	0.142857	4	0.000107	13060.218435	2286.307143
5941	QDPR	6.48130119909771	1	0.000119	2	0	0	0	0	5.4e-05	0	1248.894048
5942	QKI	3.79579722189244	11	0.001306	16.545455	13696.415157	0.000505	0.036364	2	0.000153	30179.288408	2193.971429
5943	QPCTL	4.01282203490443	2	0.000237	38	498.204908	0.000209	0	0	4.2e-05	1275.597622	2063.992857
5944	QRFPR	4.42870711148047	4	0.000475	68.5	4.22415	2.4e-05	0.833333	5	5.1e-05	7.860443	1878.116667
5945	QRICH1	3.99679449127389	2	0.000237	64	1447.790421	0.000101	0	0	4.7e-05	3233.332891	2075.82619
5946	QTRT1	3.91713166330286	4	0.000475	40.75	1371.254287	0.00027	0	0	6.8e-05	3016.250684	2122.405952
5947	QTRT2	4.38430487949662	1	0.000119	62	0	4.8e-05	0	0	3.4e-05	0	1883.445238
5948	R3HDM1	4.11456725632198	1	0.000119	97	0	7.2e-05	0	0	3.2e-05	0	2012.183333
5949	RAB10	5.78060073607978	1	0.000119	2	0	0	0	0	5.2e-05	0	1405.014286
5950	RAB11A	3.42502671257272	30	0.003562	22.933333	81660.061198	0.001413	0.089655	39	0.000383	168474.543333	2459.447619
5951	RAB11B	4.28125371007954	5	0.000594	7.6	846.156343	3e-05	0	0	8.5e-05	2573.463247	1928.064286
5952	RAB11FIP1	3.96153389528671	3	0.000356	34.333333	598.11905	9.3e-05	0	0	5.2e-05	1492.359446	2089.709524
5953	RAB11FIP2	3.82856464442598	7	0.000831	31.142857	4820.917928	3e-04	0.047619	1	0.000108	10845.254059	2178.135714
5954	RAB11FIP3	4.21809331592069	4	0.000475	19.5	521.537603	3.7e-05	0.166667	1	6e-05	1223.208158	1957.584524
5955	RAB11FIP4	4.87724088804464	1	0.000119	6	0	5e-06	0	0	3.7e-05	0	1678.475
5956	RAB11FIP5	3.90466579603467	6	0.000712	32.166667	17957.496636	0.000268	0.066667	1	0.000133	36030.016758	2132.45
5957	RAB13	3.90098539712691	3	0.000356	55.666667	690.734557	0.000206	0	0	5.4e-05	1525.897097	2131.413095
5958	RAB14	3.86869286477502	4	0.000475	43.75	9345.176286	0.000603	0	0	7.9e-05	19104.399053	2153.540476
5959	RAB17	4.18247655229728	4	0.000475	16.75	1710.561789	9.8e-05	0	0	7.1e-05	5309.336912	1978.672619
5960	RAB18	4.00712335272468	3	0.000356	32.666667	390.229017	0.000132	0	0	5.1e-05	938.547268	2068.675
5961	RAB1A	3.46598599073964	56	0.006649	20.321429	161168.503021	0.000628	0.120779	186	0.000638	317195.01842	2442.304762
5962	RAB21	3.84126795678499	2	0.000237	120	183.844808	0.000444	0	0	3.9e-05	257.348308	2171.395238
5963	RAB22A	4.4801139736436	2	0.000237	14.5	508.148997	8e-06	0	0	5.2e-05	1662.811695	1837.25
5964	RAB24	5.00854802326962	1	0.000119	6	0	2e-06	0	0	3.3e-05	0	1630.556349
5965	RAB25	3.87973406149828	6	0.000712	29.333333	11236.867818	0.000215	0.066667	1	0.000109	24218.258265	2145.725
5966	RAB27A	3.76053662590526	11	0.001306	29.727273	28214.605781	0.002326	0	0	0.000169	53573.557699	2222.810714
5967	RAB2A	3.71197910483201	7	0.000831	45.428571	7701.600564	0.000893	0.142857	3	0.000103	16365.475819	2253.946429
5968	RAB2B	3.96747002255728	1	0.000119	95	0	0.00025	0	0	2.9e-05	0	2091.315476
5969	RAB30	4.07764454469904	1	0.000119	79	0	0.000168	0	0	2.9e-05	0	2033.159524
5970	RAB32	4.45114567256322	1	0.000119	25	0	1.4e-05	0	0	3.2e-05	0	1846.445238
5971	RAB33A	4.52047963908346	1	0.000119	27	0	8e-06	0	0	3.1e-05	0	1819.708333
5972	RAB33B	3.96094028255966	3	0.000356	45.333333	1879.46986	0.000171	0	0	5.6e-05	4645.28366	2097.39881
5973	RAB34	4.04974474652737	2	0.000237	42.5	1959.513157	0.00012	0	0	5e-05	4764.916728	2045.384524
5974	RAB35	3.93968894693102	5	0.000594	30.6	25719.729868	0.000614	0	0	0.000125	52071.936162	2114.896429
5975	RAB36	4.97673038109937	3	0.000356	20.666667	0.578267	5e-06	0.333333	1	4.5e-05	0.976786	1649.936111
5976	RAB37	4.45173928529028	2	0.000237	20	151.984755	2.1e-05	0	0	4.1e-05	375.31167	1850.400794
5977	RAB38	3.73453638846017	3	0.000356	99	189.558926	0.000533	0.333333	1	5.1e-05	268.045273	2237.207143
5978	RAB3A	4.2452807788199	8	0.00095	11.5	12491.308914	4.4e-05	0.107143	3	0.000158	27475.290618	1949.97619
5979	RAB3C	4.71554078119435	2	0.000237	10	31.609331	3e-06	0	0	4.5e-05	68.753334	1738.34881
5980	RAB3D	4.41113617475959	4	0.000475	9	760.992713	1.2e-05	0.166667	1	7.3e-05	2060.766028	1864.472222
5981	RAB3IL1	4.30404843879853	2	0.000237	25.5	470.055916	2.8e-05	0	0	4.3e-05	1097.019351	1914.663095
5982	RAB3IP	4.24682417191025	4	0.000475	16.5	41.270718	3.8e-05	0.666667	4	6.4e-05	118.000531	1940.213095
5983	RAB40C	4.93826427638609	2	0.000237	5.5	651.58208	2.5e-05	0	0	5.7e-05	2161.427099	1656.896032
5984	RAB41	4.97851121928054	1	0.000119	25	0	2e-06	0	0	2.7e-05	0	1647.628968
5985	RAB43	4.02421939926392	4	0.000475	24	6041.815917	0.000551	0	0	7.4e-05	11945.519174	2059.77619
5986	RAB4A	3.97530571055443	8	0.00095	14.125	5218.457504	8.8e-05	0.071429	2	0.000121	12791.403351	2088.922619
5987	RAB5A	3.53318295144248	28	0.003325	21.357143	59539.810768	0.001099	0.034392	13	0.000338	123787.49447	2382.766667
5988	RAB5B	3.56250742015909	16	0.0019	44.25	3227.96111	0.003835	0.416667	50	0.00016	5750.989556	2358.37381
5989	RAB5C	3.34168348569393	32	0.0038	39.0625	56019.177794	0.005907	0.189516	94	0.000346	108894.571759	2532.780952
5990	RAB5IF	3.96010922474178	15	0.001781	11.8	11429.796759	0.000229	0	0	0.00019	24902.429772	2103.613095
5991	RAB6A	3.77418971862757	17	0.002019	19.588235	34537.666501	0.000629	0.125	17	0.000222	70683.286168	2219.72619
5992	RAB6B	4.4718033954648	4	0.000475	8.5	709.890479	9e-06	0	0	6.8e-05	2369.144338	1841.915079
5993	RAB7A	3.66460880921287	8	0.00095	49.375	13026.068908	0.001132	0.071429	2	0.000118	26423.694645	2287.858333
5994	RAB8A	3.8152677193399	16	0.0019	12.9375	15393.192036	0.000202	0.183333	22	0.000213	33956.476189	2182.934524
5995	RAB8B	3.66662709248486	9	0.001069	30	5607.392944	0.000308	0.083333	3	0.00012	12485.276335	2272.460714
5996	RAB9A	4.1023388341446	11	0.001306	11.363636	5184.552392	6.3e-05	0.145455	8	0.000148	13593.588604	2023.275
5997	RAB9B	4.55930191143298	2	0.000237	18	0	3e-05	1	1	4.3e-05	0	1805.518651
5998	RABAC1	3.54790454707349	27	0.003206	18.62963	106447.528799	0.000431	0.014245	5	0.000415	218957.345549	2372.947619
5999	RABEP1	4.16929834975662	7	0.000831	11.285714	8778.341837	0.000154	0.095238	2	0.000119	17982.21565	1987.157143
6000	RABEPK	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
6001	RABGAP1	4.74652736554672	2	0.000237	10.5	84.510598	1.2e-05	0	0	4.3e-05	278.856806	1730.360317
6002	RABGGTA	4.4363053543868	2	0.000237	29	1247.373478	1.2e-05	0	0	5.2e-05	3315.605239	1858.517857
6003	RABIF	4.18758162174997	5	0.000594	17.4	9398.340227	5.8e-05	0	0	9.7e-05	19293.417102	1973.77619
6004	RABL6	4.2202303217381	3	0.000356	32	1804.866579	3.2e-05	0	0	6.4e-05	4095.705403	1961.959524
6005	RAC1	3.21666864537576	100	0.011874	15.63	329608.723384	0.002062	0.012727	63	0.001291	641487.76238	2654.830952
6006	RAC2	3.50670782381574	20	0.002375	26.9	23250.750113	0.000847	0.036842	7	0.000262	50009.962049	2395.254762
6007	RAC3	3.68087379793423	9	0.001069	33.444444	5379.063321	0.000274	0.055556	2	0.000122	11468.725187	2266.828571
6008	RACGAP1	3.87249198622818	10	0.001187	18.3	18792.6267	8.8e-05	0.022222	1	0.000159	40630.751122	2152.794048
6009	RAD1	4.01733349163006	5	0.000594	29.2	246.419778	0.000344	0.3	3	6.2e-05	634.814835	2069.622619
6010	RAD17	3.85017214769085	18	0.002137	26.222222	1138.165771	0.000661	0.339869	52	0.000168	2437.874363	2177.72619
6011	RAD18	3.87617238513594	7	0.000831	57.857143	110.003176	0.001103	0.571429	12	7.1e-05	224.447476	2159.597619
6012	RAD21	3.61225216668645	28	0.003325	24.785714	18719.041863	0.000682	0.116402	44	0.00027	38748.177801	2332.292857
6013	RAD23A	3.7046183070165	8	0.00095	36.375	10032.059411	0.000525	0	0	0.000107	22169.290783	2259.616667
6014	RAD23B	3.50599548854327	18	0.002137	54.777778	12640.543338	0.007298	0.20915	32	0.000181	24288.838182	2410.233333
6015	RAD50	3.73239938264276	27	0.003206	23.814815	12963.691251	0.000931	0.173789	61	0.000259	26063.240105	2258.420238
6016	RAD51	3.62958565831651	27	0.003206	25.037037	38784.028525	0.000907	0.176638	62	0.000288	77939.581743	2318.015476
6017	RAD51AP1	4.47002255728363	3	0.000356	20	3.55548	3.5e-05	0.666667	2	4.4e-05	9.745357	1843.066667
6018	RAD51B	4.13391903122403	11	0.001306	15.636364	7742.357019	0.000117	0.236364	13	0.000137	16983.783199	2010.160714
6019	RAD51C	4.40769322094266	8	0.00095	15.25	2098.847711	6.8e-05	0.357143	10	9.9e-05	4365.778368	1876.530952
6020	RAD51D	4.5898136056037	4	0.000475	12.25	543.243359	2e-05	0.833333	5	6.3e-05	1760.947237	1794.878968
6021	RAD52	3.54469903834738	20	0.002375	42.15	9632.537801	0.001241	0.347368	66	0.000184	18546.831788	2378.321429
6022	RAD54B	3.86964264513831	8	0.00095	24	16411.090416	0.000347	0	0	0.000122	35771.905194	2157.592857
6023	RAD54L	4.60216075032649	1	0.000119	27	0	1.6e-05	0	0	2.7e-05	0	1787.264683
6024	RAD54L2	3.84613558114686	2	0.000237	68	844.213024	0.000111	0	0	4.1e-05	1501.493133	2158.747619
6025	RAD9A	3.45696307728838	24	0.00285	39.25	32734.679679	0.00133	0.235507	65	0.000255	64758.722851	2439.433333
6026	RAD9B	4.13391903122403	4	0.000475	33.5	5.759032	0.000321	0.833333	5	5e-05	16.14455	2007.3
6027	RAE1	3.67838062448059	21	0.002493	30.714286	45814.338416	0.004301	0.285714	60	0.000206	89558.177105	2286.628571
6028	RAET1G	7.47251573073727	1	0.000119	3	0	0	0	0	6.5e-05	0	1080.095743
6029	RAF1	3.09355336578416	62	0.007362	32.225806	218451.956939	0.002924	0.03596	68	0.00072	429989.327214	2749.85
6030	RAG1	3.75068265463612	4	0.000475	79	1447.078753	0.000222	0	0	6.1e-05	3238.238227	2225.684524
6031	RAI1	5.67659978629942	1	0.000119	4	0	0	0	0	4.5e-05	0	1431.575
6032	RAI14	3.55562151252523	4	0.000475	145.5	920.233297	0.001361	0.333333	2	5.9e-05	1293.278932	2360.035714
6033	RAI2	4.17606553484507	2	0.000237	43	408.103216	6.9e-05	0	0	5.1e-05	1179.772999	1979.786905
6034	RALA	3.43535557402351	25	0.002968	22.16	48628.170213	0.000696	0.046667	14	0.000325	98701.915997	2443.292857
6035	RALB	3.84886619969132	8	0.00095	24	5746.767422	0.000324	0.107143	3	0.000119	12362.927578	2160.733333
6036	RALBP1	3.51727413035735	16	0.0019	32.4375	13757.238115	0.000897	0.083333	10	0.000188	29317.45908	2386.033333
6037	RALGAPA1	4.38561082749614	1	0.000119	30	0	1.8e-05	0	0	3.1e-05	0	1879.278571
6038	RALGAPA2	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
6039	RALGAPB	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
6040	RALGDS	3.80505758043452	8	0.00095	22.25	3767.639575	0.000202	0.071429	2	0.000117	9136.984549	2184.805952
6041	RALGPS1	3.77430844117298	2	0.000237	117.5	350.570351	0.000898	0	0	3.8e-05	626.69699	2207.213095
6042	RALGPS2	3.6022794728719	4	0.000475	122.75	2220.026493	0.00064	0.333333	2	6.2e-05	3768.364569	2324.109524
6043	RALY	4.09474059123828	4	0.000475	15.75	1053.730122	0.000201	0	0	6.5e-05	2835.422609	2020.234524
6044	RALYL	4.23578297518699	6	0.000712	12.666667	9232.558587	6.5e-05	0.133333	2	0.000107	19108.358542	1957.863095
6045	RAMAC	4.57248011397364	1	0.000119	29	0	9e-06	0	0	3.2e-05	0	1799.105952
6046	RAMP1	5.33099845660691	1	0.000119	7	0	0	0	0	4e-05	0	1532.455952
6047	RAMP2	5.04950730143654	6	0.000712	2.833333	21821.364979	1e-06	0	0	0.000199	46232.200637	1623.64881
6048	RAMP3	4.63184138667933	5	0.000594	5.6	20707.390412	1.2e-05	0	0	0.000143	39784.524625	1777.978571
6049	RAN	3.23958209664015	37	0.004393	32.567568	117815.515574	0.002666	0.021021	14	0.000448	231008.062682	2615.159524
6050	RANBP10	4.17843998575329	3	0.000356	15	8687.394531	6e-05	0	0	8.2e-05	18108.557938	1975.477381
6051	RANBP2	3.4602873085599	31	0.003681	32.225806	44818.01273	0.004621	0.152688	71	0.000283	92564.974637	2447.133333
6052	RANBP3	3.98480351418734	4	0.000475	28	1996.282577	1e-04	0	0	7.1e-05	4702.487427	2080.338095
6053	RANBP9	3.51454351181289	11	0.001306	49.909091	8468.89541	0.000687	0.181818	10	0.000136	17561.659875	2387.916667
6054	RANGAP1	3.46396770746765	27	0.003206	29.518519	28986.340813	0.00103	0.145299	51	0.000257	60070.498395	2429.55
6055	RAP1A	3.32197554315565	34	0.004037	27.294118	74636.283234	0.000891	0.044563	25	0.000432	153923.471849	2541.271429
6056	RAP1GAP	4.31497091297637	2	0.000237	14.5	82.693536	0.000104	0	0	4.1e-05	226.065039	1908.759524
6057	RAP1GDS1	3.96818235782975	5	0.000594	27.2	1738.159516	7.3e-05	0	0	7.1e-05	3695.589261	2087.967857
6058	RAP2A	3.57544817760893	15	0.001781	29.8	26122.469208	0.000492	0.028571	3	0.000206	54116.420307	2344.066667
6059	RAP2B	4.40769322094266	2	0.000237	13.5	166.941013	1.3e-05	0	0	5e-05	759.383354	1863.37619
6060	RAPGEF1	3.67125727175591	9	0.001069	58.777778	3149.09575	0.000378	0.25	9	0.000112	6434.533165	2286.488095
6061	RAPGEF2	4.57651668051763	1	0.000119	10	0	1.4e-05	0	0	3.2e-05	0	1795.380952
6062	RAPGEF3	4.05971744034192	4	0.000475	19	247.497891	4.6e-05	0	0	6.3e-05	543.308385	2036.742857
6063	RAPGEF4	3.87961533895287	5	0.000594	33.2	1938.349308	0.000111	0	0	8e-05	4280.420308	2143.702381
6064	RAPGEF5	4.29431319007479	2	0.000237	18	316.30385	1.6e-05	0	0	5e-05	1325.004072	1917.419048
6065	RAPGEF6	3.83485693933278	6	0.000712	36.833333	3960.501513	0.000268	0	0	9.8e-05	9214.155693	2173.704762
6066	RAPH1	4.68431675175116	3	0.000356	10	38.453422	6e-06	0.666667	2	6.1e-05	89.526422	1751.747619
6067	RARA	3.17796509557165	47	0.005581	37.170213	110075.466789	0.004956	0.040703	44	0.000495	221488.151351	2684.014286
6068	RARB	3.89184376113024	6	0.000712	29.166667	1787.977476	0.000202	0	0	8.6e-05	4637.085266	2141.240476
6069	RARG	3.95987177965096	9	0.001069	24.555556	1484.742659	0.000174	0.25	9	0.000116	3442.156888	2105.445238
6070	RARRES3	4.17879615338953	1	0.000119	52	0	3.2e-05	0	0	2.8e-05	0	1974.679762
6071	RARS	3.84767897423721	9	0.001069	23.777778	1088.947276	0.001395	0.5	18	0.000108	2603.183715	2163.477381
6072	RASA1	3.411254897305	26	0.003087	35.461538	32219.330975	0.001606	0.067692	22	0.000307	66951.404401	2473.978571
6073	RASA2	4.47215956310103	1	0.000119	16	0	9e-06	0	0	3e-05	0	1836.982937
6074	RASA3	4.05128813961771	3	0.000356	31	278.214407	4.8e-05	0	0	5.1e-05	694.199872	2041.860714
6075	RASAL1	4.11361747595868	3	0.000356	29.666667	23.476702	5.5e-05	0	0	5.1e-05	46.982209	2008.970238
6076	RASAL2	3.91618188293957	2	0.000237	83.5	0	0.000533	1	1	3.7e-05	0	2126.317857
6077	RASD1	4.26130832245043	2	0.000237	49.5	3160.113891	1.5e-05	0	0	4.2e-05	7000.497273	1944.396429
6078	RASD2	3.93695832838656	2	0.000237	75.5	53.861549	0.000291	0	0	3.7e-05	92.254684	2112.055952
6079	RASGRF1	3.71197910483201	6	0.000712	48.666667	407.627642	0.000422	0.4	6	8.3e-05	863.444972	2246.021429
6080	RASGRF2	4.69868217974593	1	0.000119	9	0	3.5e-05	0	0	3e-05	0	1744.636905
6081	RASGRP1	3.9551228778345	2	0.000237	69	140.252222	0.000578	0	0	4e-05	379.580462	2102.434524
6082	RASGRP2	4.27365546717322	3	0.000356	12.666667	8196.230043	2.3e-05	0	0	7.4e-05	16395.783179	1927.592857
6083	RASGRP3	4.22604772646326	2	0.000237	30	43.38049	4.3e-05	0	0	4e-05	86.160519	1953.233333
6084	RASGRP4	4.05983616288733	2	0.000237	43	21.359688	4.8e-05	0	0	3.9e-05	33.701854	2035.013095
6085	RASIP1	4.17879615338953	1	0.000119	52	0	3.2e-05	0	0	2.8e-05	0	1974.679762
6086	RASL12	3.74415291463849	4	0.000475	67.5	1665.778721	0.000338	0.333333	2	6.7e-05	3580.213067	2229.522619
6087	RASSF1	3.82037278879259	9	0.001069	19.666667	17496.509776	0.000143	0.027778	1	0.000141	37724.76623	2177.836905
6088	RASSF2	4.1701294075745	2	0.000237	29.5	194.478613	3.2e-05	0	0	4.3e-05	483.711691	1980.120238
6089	RASSF4	4.25240413154458	1	0.000119	39	0	3.2e-05	0	0	2.9e-05	0	1939.409524
6090	RASSF5	4.21844948355693	7	0.000831	8	1966.620151	2.5e-05	0	0	0.000122	5836.802814	1959.033333
6091	RASSF7	4.77810756262614	1	0.000119	19	0	2e-05	0	0	2.9e-05	0	1716.165476
6092	RASSF8	3.81621749970319	4	0.000475	63.5	890.622256	0.000389	0.333333	2	6.2e-05	2354.207928	2184.157143
6093	RASSF9	4.89777988840081	1	0.000119	6	0	2e-06	0	0	3.3e-05	0	1669.452778
6094	RAVER1	4.66164074557758	1	0.000119	16	0	5.3e-05	0	0	2.7e-05	0	1761.127381
6095	RAVER2	4.66164074557758	1	0.000119	16	0	5.3e-05	0	0	2.7e-05	0	1761.127381
6096	RAX2	4.8141992164312	1	0.000119	5	0	6e-06	0	0	3.9e-05	0	1704.12619
6097	RB1	3.07847560251692	95	0.01128	25.936842	332822.371385	0.003894	0.026204	117	0.001051	650828.369255	2790.245238
6098	RB1CC1	3.87985278404369	4	0.000475	45.5	1936.501683	0.000643	0	0	5.8e-05	4946.80705	2150.553571
6099	RBBP4	3.42609521548142	56	0.006649	23.25	77519.724978	0.001264	0.084416	130	0.000592	149745.941309	2483.185714
6100	RBBP5	3.56666270924849	20	0.002375	26.8	19059.131525	0.000949	0.142105	27	0.000231	39972.134395	2356.378571
6101	RBBP6	4.05188175234477	5	0.000594	45.2	531.357246	0.000771	0	0	6e-05	1102.593909	2048.442857
6102	RBBP7	3.50516443072539	42	0.004987	23.904762	38952.46344	0.000879	0.125436	108	0.000448	77410.411569	2415.752381
6103	RBBP8	3.65380505758043	12	0.001425	27	9854.199901	0.000381	0.045455	3	0.000155	23174.720701	2291.728571
6104	RBBP9	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
6105	RBCK1	3.62768609758993	21	0.002493	48.380952	12121.270832	0.003552	0.014286	3	0.000196	25123.219218	2314.788095
6106	RBFOX1	3.92805413748071	5	0.000594	31.2	5934.65663	0.000117	0.1	1	7.4e-05	13551.675709	2116.161905
6107	RBFOX2	4.55680873797934	2	0.000237	15.5	593.9929	9e-06	0	0	5.5e-05	1866.378298	1806.153571
6108	RBL2	3.43048794966164	15	0.001781	52.133333	18680.163621	0.003311	0.038095	4	0.000178	38674.30773	2462.078571
6109	RBM10	3.66983260121097	6	0.000712	53.666667	9558.709915	0.00124	0	0	9.3e-05	19344.695894	2277.459524
6110	RBM12	5.59005105069453	1	0.000119	2	0	0	0	0	4.8e-05	0	1455.584127
6111	RBM14	3.76006173572361	4	0.000475	69.75	1465.824484	0.000415	0.166667	1	5.8e-05	3309.985365	2225.521429
6112	RBM17	3.80220823934465	25	0.002968	54.24	3112.464587	0.008985	0.46	138	0.000151	6053.011316	2213.477381
6113	RBM22	3.55312833907159	51	0.006056	62.666667	1978.874414	0.023335	0.595294	759	0.000278	3354.050777	2384.014286
6114	RBM23	3.71055443428707	6	0.000712	47.5	1575.876361	0.000304	0.066667	1	7.3e-05	3495.842375	2250.07619
6115	RBM3	4.21239463374095	1	0.000119	84	0	0.00058	0	0	2.3e-05	0	1964.885714
6116	RBM33	4.38501721476908	1	0.000119	30	0	0.000116	0	0	3.1e-05	0	1879.82619
6117	RBM39	4.04250267125727	3	0.000356	36.666667	751.96785	0.000147	0	0	5e-05	1766.550184	2056.14881
6118	RBM4	4.06897779888401	2	0.000237	46	525.982109	0.000234	0	0	4e-05	1309.986413	2042.705952
6119	RBM41	4.30238632316277	1	0.000119	69	0	0.000463	0	0	2.3e-05	0	1921.521429
6120	RBM42	4.35130001187225	1	0.000119	35	0	0.000187	0	0	2.6e-05	0	1896.307143
6121	RBM48	3.69049032411255	14	0.001662	21.785714	12678.423372	0.000712	0.010989	1	0.000172	27475.755371	2268.834524
6122	RBM4B	4.23732636827734	3	0.000356	24.666667	1310.839754	0.000401	0	0	5.3e-05	3202.791955	1952.69881
6123	RBM5	3.91903122402944	10	0.001187	52	567.527518	0.003186	0.444444	20	7.6e-05	1250.759777	2131.405952
6124	RBM7	4.19886026356405	3	0.000356	19.666667	49.827619	0.000251	0.666667	2	4.5e-05	132.422737	1968.064286
6125	RBM8A	3.97637421346314	7	0.000831	52.142857	11.614705	0.00476	0.809524	17	5.9e-05	28.727458	2100.744048
6126	RBMX	4.13380030867862	4	0.000475	16	149.823918	0.000203	0.166667	1	6.2e-05	455.167921	2000.391667
6127	RBP1	3.92544224148166	8	0.00095	25.75	10068.71859	0.000194	0.392857	11	0.000113	20576.021366	2122.695238
6128	RBP3	4.18520717084174	1	0.000119	34	0	0.000152	0	0	2.8e-05	0	1975.155952
