spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
ADD2	3.89498532601761	0.000255	92	144.842254	6.8e-05	0	1954.879365	1.61936572157086e-05	1954.87936507937	540.5595703125	0	186	0	1774	1861.47236691237	84927	2	0.000428199558572874	10	139936521727091	0	0.259336609853971
ADD3	4.35345157585811	0.000128	48	0	1.7e-05	0	1729.771465	1.06496458227034e-05	1729.73813131313	387.78076171875	0	49	0	606	1665.43888856322	15768	1	0.000108507925557907	11	8988395126255.97	0	0.229469107364435
ADGRA2	4.68100038279954	0.000128	16	0	3e-06	0	1601.021068	1.02882516865404e-05	1601.02106782107	307.54736328125	0	17	0	296	1548.90129480714	4647	1	1.78202112664097e-05	11	242344529084.488	0	0.212393349405828
ADGRB1	0.000127599846880184	0.000128	1	0	0	0	1	1.25595213047773e-06	1	1.5	0	2	0	1	1	1	1	1.05980442412014e-16	1	1.54308063481525	0	1
ADGRB2	4.63697843562588	0.000383	6.333333	7769.19313	5e-06	0	1618.456025	1.47821503619107e-05	1618.45602453102	318.0205078125	0	22	0	289	1563.60605393506	5705	2	3.00571061105413e-05	11	689494598230.337	0.666666666666667	0.214706291394412
ADGRL1	4.36225596529284	0.000255	43	121.280257	1.6e-05	0	1728.253968	1.6007033049053e-05	1728.25396825397	386.916015625	0	88	0	578	1662.07751484482	19547	2	9.8688267515653e-05	10	7432904682974.15	0	0.229272216536742
ADGRL2	5.33673599591681	0.000128	6	0	0	0	1393.906025	9.15912712367414e-06	1393.90602453102	192.822265625	0	7	0	29	1358.58464039786	825	1	1.43434989651714e-06	11	1639130199.12545	0	0.18491722267593
ADH5	4.41048870741355	0.000128	46	0	1.8e-05	0	1709.078211	1.06229337263094e-05	1709.07821067821	375.36181640625	1	47	0	554	1643.90117170548	13322	1	0.000112499836066826	11	9696562920095.63	0	0.226728337845344
ADI1	4.83118540257752	0.000255	9	294.986599	7e-06	0	1549.564358	1.44388748796007e-05	1549.56435786436	277.3212890625	1	20	0	204	1500.75125455602	2922	2	4.59193788564696e-05	11	1608950499335.89	0.5	0.205567041372308
ADIPOQ	0.000127599846880184	0.000128	1	0	0	0	1	1.25595213047773e-06	1	1.5	0	2	0	1	1	1	1	1.05980442412014e-16	1	1.54308063481525	0	1
ADIPOR1	4.70307515630981	0.000255	7	7537	6e-06	0	1595.674242	1.01596920149908e-05	1595.67424242424	304.96044921875	1	16	0	254	1541.63123338217	5074	1	3.59288201125066e-05	11	985190441479.597	0.5	0.211684033221585
ADIPOR2	5.66479520224576	0.000128	2	0	0	0	1310.267569	6.23781691564945e-06	1310.26756854257	153.230224609375	0	3	0	14	1279.90638585426	256	1	6.94221365880141e-07	12	367851325.835941	0	0.173821646131948
ADM	4.75054229934924	0.00051	6	18347.886955	3e-06	0	1576.843326	1.65302199990118e-05	1576.84332611833	292.5703125	0	28	0	158	1526.22734354016	3461	3	1.75473108781637e-05	11	235086354017.205	0.625	0.20918590158111
ADNP	4.14546382544341	0.000128	78	0	7.6e-05	0	1822.911941	1.07371203716422e-05	1822.87860750361	449.23681640625	0	79	0	1018	1748.99790691948	36706	1	0.000479186859353054	11	175211555256274	0	0.241825233152497
ADORA1	4.69439836672196	0.000255	17	208.904724	4e-06	0	1601.286147	1.53835848866132e-05	1601.28614718615	308.91845703125	0	36	0	318	1544.48067409622	8090	2	2.65554961543658e-05	11	538557260286.748	0.5	0.212428515148078
ADORA2B	4.38407553910935	0.001021	44.5	8268.449946	3e-05	0.107143	1738.211508	2.53828598004258e-05	1738.21150793651	396.28125	0	364	0.0987551639829222	674	1653.80534373363	78165	6	0.000189928060186924	10	27542557724400.6	0.40625	0.230593195534161
ADPRHL2	5.81919101697078	0.000128	4	0	0	0	1271.179834	8.2775097973438e-06	1271.17983405483	135.09423828125	0	5	0	19	1245.94768117531	129	1	4.41775747262465e-07	12	148943049.017295	0	0.168636221020806
ADRA1A	4.13244864106163	0.001659	30.923077	26513.555434	3.4e-05	0.141026	1850.315079	2.78565902546099e-05	1850.31507936508	469.021484375	1	415	0.0310341404824074	1094	1754.50639165071	92272	8	0.00021400755317655	10	34956760217862.8	0.485207100591716	0.245464987976254
ADRA1B	3.89983412019906	0.001531	28.833333	36403.410526	0.00011	0.181818	1965.359921	2.78629935812391e-05	1965.35992063492	547.7548828125	0	358	0	1751	1859.15793606649	88032	9	0.000688251860278652	10	361468950907499	0.527777777777778	0.260726972756009
ADRA1D	4.65573561311726	0.000255	30	504.846567	5e-06	0	1621.364358	1.55548800838665e-05	1621.36435786436	322.6103515625	0	62	0	383	1557.30654753748	12276	2	3.06981289442121e-05	11	719166468719.377	0.5	0.215092114335953
ADRA2A	3.88120454255455	0.001404	57.727273	20369.036774	0.000144	0.109091	1979.128571	2.74744636615226e-05	1979.12857142857	557.9599609375	1	646	0.068033073723357	1818	1868.08179636388	158936	9	0.000900612463967452	10	619066858821707	0.446280991735537	0.262553538263259
ADRA2B	4.60597167283399	0.000638	40.4	700.682782	2.4e-05	0.1	1649.637698	2.27735700317563e-05	1649.6376984127	341.4365234375	1	207	0	459	1574.13203313295	43934	4	0.000153078007222043	10	17881359552868	0.32	0.218842889150006
ADRA2C	4.71124154651014	0.000383	43.666667	6.783548	6e-06	0	1605.667496	1.92486187409407e-05	1605.6674963925	313.87841796875	0	134	0	353	1538.95899463734	27432	3	3.81119602983565e-05	11	1108801671689.33	0	0.213009750118409
ADRB1	4.63799923440092	0.000383	31	1039.709474	6e-06	0	1629.963925	1.90198467914646e-05	1629.91392496392	327.85302734375	0	96	0	375	1563.26191262243	18807	3	3.77535179195534e-05	11	1087848145367.4	0.444444444444444	0.216226310024407
ADRB2	3.49049381140743	0.002425	44.894737	102750.370795	0.001259	0.122807	2215.015079	2.92806578729549e-05	2215.01507936508	725.4423828125	1	872	0.0651746710332723	3353	2077.18676658746	342318	11	0.00788495926447305	10	47441249211160464	0.53185595567867	0.293846521539517
ADRB3	5.27931606482072	0.000128	51	0	1e-06	0	1421.692136	1.06191827729311e-05	1421.69213564214	211.2333984375	0	52	0	141	1373.36114468023	8475	1	8.59478333127421e-06	11	56378469392.1046	0	0.188603361056284
ADRM1	3.90761771085875	0.004084	33.46875	8543.063696	0.000757	0.788306	1959.260714	3.05627837713819e-05	1959.26071428571	540.78515625	3.48913137736667	1103	0.0581699213231177	1795	1855.45467607106	322650	23	0.00473249682737517	10	17092851060330650	0.060546875	0.2599178448243
AEBP2	4.96784483858619	0.000128	16	0	3e-06	0	1509.785354	1.02962660048046e-05	1509.78535353535	256.70068359375	0	17	0	150	1459.46739270028	4729	1	1.8440449841106e-05	11	259997616332.689	0	0.200289911586028
AES	3.75283909659308	0.001149	25.444444	22081.238074	0.000418	0.083333	2035.197619	2.50282684379398e-05	2035.19761904762	596.6083984375	0	238	0.0987551639829222	2366	1931.97932746251	106482	5	0.0026147898283851	10	5217799786867037	0.197530864197531	0.269991724469017
AFAP1	3.77861426566288	0.000766	46.666667	1942.842822	0.000188	0.066667	2022.913889	2.42409656206787e-05	2022.91388888889	588.4619140625	1	286	0	2243	1918.80066187148	124047	6	0.00117775300412669	10	1058506667770072	0.444444444444444	0.268362150290359
AFAP1L2	4.5396197524563	0.000128	14	0	1.3e-05	0	1655.13575	1.02032160316323e-05	1655.13575036075	341.06201171875	0	15	0	439	1597.13983753549	8248	1	8.21387069789694e-05	11	5148337692405.14	0	0.219572267227484
AFDN	3.6966951639658	0.001659	24.076923	27262.603326	0.001072	0.025641	2072.397222	2.73891734833665e-05	2072.34722222222	622.5712890625	0	326	0	2532	1961.32145939042	129537	6	0.00671664829466398	10	34424574695095016	0.461538461538462	0.274920034786687
AFF1	4.12657904810514	0.001276	13.8	3832.293425	0.000103	0.155556	1841.928175	2.67078132830125e-05	1841.92817460317	462.634765625	1	148	0.0501750035468149	1155	1757.00197897341	46078	7	0.000638946821799128	10	312797828828670	0.48	0.244352371265996
AFF4	4.26170728595126	0.000766	14.5	652.227774	8.6e-05	0.2	1777.591667	2.39094300341404e-05	1777.59166666667	420.23828125	0	93	0	884	1701.29177520285	34572	5	0.000533825890796293	10	218307929110385	0	0.235817413991326
AFM	4.64782442261069	0.000383	6	12.060796	1.8e-05	0.333333	1619.791703	1.77362642737765e-05	1619.7917027417	320.66943359375	0	21	0	365	1559.95728208648	9349	3	0.000109886148086756	11	9247139706814.29	0	0.214883484046398
AFTPH	4.61936965675641	0.00051	8.5	405.829473	1e-05	0	1628.9671	2.0490344624188e-05	1628.9670995671	325.40576171875	1	38	0	341	1569.56643279377	8369	4	6.2544407926033e-05	11	2985538111028.48	0.375	0.216100703046848
AGAP2	3.95891284930458	0.00051	48.75	9249.074336	0.000116	0	1920.593651	1.79479997990188e-05	1920.59365079365	516.162109375	0	199	0	1532	1831.4137819893	88553	2	0.000725302257808694	10	401421951618091	0.5	0.25478822642525
AGER	4.03304836034197	0.000383	31	4293.647371	9.8e-05	0	1876.190079	1.85059831130115e-05	1876.19007936508	484.861328125	0	96	0	1282	1797.74872654792	37724	2	0.000610489853515484	10	284404216147070	0.666666666666667	0.248897596095114
AGFG1	3.85007017991578	0.001914	23.933333	9637.895604	0.000793	0.352381	1983.755556	2.84681686924228e-05	1983.75555555556	559.880859375	1	374	0.0551790975027305	2029	1883.18841348225	169602	11	0.00496769988883424	10	18830614581334844	0.124444444444444	0.263167359452826
AGFG2	4.25915528901365	0.000128	45	0	5.9e-05	0	1772.111941	1.06565293673472e-05	1772.11194083694	416.02587890625	1	46	0	842	1702.3111537194	21305	1	0.000367827114880834	11	103250999634570	0	0.235090467078388
AGGF1	5.17034579558505	0.000255	6	370.519689	1e-06	0	1444.062734	1.28839679389896e-05	1444.06273448773	219.58740234375	0	14	0	108	1402.30612043435	1137	2	5.37738597118204e-06	11	22136615042.7555	0.5	0.191571071171121
AGL	4.12721704733954	0.000128	65	0	8.7e-05	0	1835.177814	1.07054959123557e-05	1835.17781385281	458.69970703125	0	66	0	1169	1756.73037563766	30591	1	0.000543811135284382	11	225701484385438	0	0.243456860420896
AGO1	4.96963123644252	0.000255	5	1421.531211	6e-06	0	1504.364755	1.1979332132766e-05	1504.36475468975	251.763671875	0	12	0	110	1458.94276837754	1994	2	3.63444438241608e-05	11	1007977585767.89	0.5	0.199570808528772
AGO2	4.57317851218579	0.00051	8.75	13970.725674	1.8e-05	0	1648.214358	1.62324112834893e-05	1648.21435786436	337.642578125	0	39	0	413	1585.41975446429	7126	2	0.000109491036828269	11	9180570297679.82	0.625	0.218654067108569
AGPAT4	4.14673982391221	0.000128	83	0	6.6e-05	0	1825.469481	1.07299433092851e-05	1825.46948051948	451.73388671875	0	84	0	1069	1748.45972059819	36439	1	0.00041062446875247	11	128671691593413	0	0.24216894143266
AGPS	0.000127599846880184	0.000128	1	0	0	0	1	1.25595213047773e-06	1	1.5	0	2	0	1	1	1	1	1.05980442412014e-16	1	1.54308063481525	0	1
AGRN	4.54523414571903	0.000128	42	0	7e-06	0	1653.58575	1.06070178265621e-05	1653.58575036075	339.89794921875	1	43	0	390	1595.16700822549	7651	1	4.12329261205427e-05	11	1297903105147.07	0	0.219366642393312
AGT	4.12900344519587	0.001276	13.2	56417.176095	9.1e-05	0.022222	1845.199603	2.48043852419353e-05	1845.1996031746	465.609375	2.8	142	0	1211	1755.97033282858	28720	5	0.000570676359934467	10	248508557118589	0.84	0.244786362851487
AGTPBP1	4.81025902768917	0.000383	2.666667	15073	3e-06	0	1554.736977	9.51771114871464e-06	1554.73697691198	279.5751953125	0	11	0	175	1507.28006790811	2655	1	1.76354258005178e-05	11	237369030980.247	0.444444444444444	0.20625324713612
AGTR1	3.9053209136149	0.001531	34.416667	31898.617117	0.00013	0.106061	1963.093651	2.73763711291468e-05	1963.09365079365	546.208984375	0	425	0	1727	1856.5459060315	118025	8	0.000811290104364819	10	502272776042504	0.513888888888889	0.260426326717103
AGTRAP	4.86704095955085	0.000128	12	0	3e-06	0	1540.90404	1.0161345259056e-05	1540.90404040404	273.8544921875	1	13	0	264	1489.69519964345	3662	1	1.56758536053634e-05	11	187529402018.402	0	0.204418153409942
AGXT	4.16320020415975	0.00051	12.75	3133.657703	7.3e-05	0	1815.598846	1.97141598487465e-05	1815.59884559885	444.40478515625	0	55	0	1050	1741.54669445551	23004	3	0.000454559228116197	11	157665689018203	0.625	0.240859491323794
AHCTF1	4.08485389817532	0.001276	24	1079.789955	0.000239	0.288889	1871.275	2.6989526875458e-05	1871.275	484.47265625	2.71428571428571	250	0.064138862685067	1416	1774.94905194765	84297	8	0.00149612543075324	10	1708569160642192	0.18	0.248245555850343
AHCYL1	4.62562204925354	0.000255	9.5	7537	5e-06	0	1623.652417	1.02341977533452e-05	1623.65241702742	321.81298828125	1	21	0	376	1567.44487048633	5297	1	2.87392246503108e-05	11	630308150605.141	0.5	0.21539565097207
AHCYL2	5.58734209518949	0.000128	2	0	0	0	1328.693723	6.26582388935359e-06	1328.69372294372	161.656494140625	0	3	0	19	1297.64876221796	378	1	5.55303061145844e-07	12	235336988.003932	0	0.17626608157917
AHI1	5.51180298583642	0.000383	5	157.316142	0	0	1352.476263	1.61054247006237e-05	1352.47626262626	174.090087890625	0	18	0	40	1315.43300305584	864	3	1.76028791544238e-06	12	2364825823.9996	0.444444444444444	0.179421101436237
AHR	4.07515630981243	0.000638	21	754.349015	7.1e-05	0	1864.49881	2.27316088786951e-05	1864.46547619048	478.5263671875	0	110	1	1330	1779.17287159094	47735	5	0.000443849943671135	10	150357174444134	0.32	0.247342196363805
AHRR	4.58836289396453	0.000128	11	0	7e-06	0	1633.51829	1.00359791301475e-05	1633.51829004329	326.79150390625	0	12	0	314	1580.17308601463	5425	1	4.31931496482402e-05	11	1424212764048.69	0	0.216704469361015
AHSA1	4.15988260814087	0.000383	22	296.352404	0.000271	0	1820.555952	1.90951702956527e-05	1820.55595238095	448.58984375	1	69	0	1075	1742.93561547192	31052	3	0.00169585716666158	10	2194467190696194	0	0.24151710697544
AHSG	3.85351537578155	0.000383	71	2945.918198	0.000114	0	1978.973413	1.94137760496133e-05	1978.97341269841	557.572265625	1.8	216	0	1951	1881.50476821192	83750	3	0.000716505480359093	10	391772088037127	0.444444444444444	0.262532954722508
AIF1	4.59895368125558	0.000255	10.5	125.250121	8e-06	0	1630.091306	1.5238195288982e-05	1630.09130591631	324.52783203125	0	23	0	296	1576.53415459741	5911	2	5.03769851752483e-05	11	1936529955694.32	0	0.216249841591451
AIFM1	3.76929947684063	0.001404	24.272727	42577.614591	0.001173	0.018182	2029.995238	2.68284322943479e-05	2029.99523809524	592.8740234375	0	278	0	2272	1923.54245091401	107544	6	0.0073473812267471	10	41193119165162760	0.56198347107438	0.269301570455701
AIMP1	3.83922419293097	0.001149	29.111111	1736.980044	0.000527	0.444444	1992.947619	2.61902614638697e-05	1992.94761904762	567.5771484375	1.66666666666667	271	0.0387870074129426	2079	1888.50850837543	105812	8	0.00329365127128831	10	8280355392456542	0	0.264386789472999
AIRE	3.86066096720684	0.000255	106.5	0	0.00016	1	1974.895238	1.62152404947922e-05	1974.89523809524	554.9287109375	0	215	0	1939	1878.02234267583	94385	2	0.00100147307476158	10	765368688083087	0	0.261991939253793
AJUBA	4.50631619242057	0.000255	11	215.35985	2.5e-05	0	1664.265873	1.50221669334621e-05	1664.26587301587	345.291015625	0	24	0	383	1608.9433684449	7639	2	0.000157487676015418	10	18925912053478	0	0.220783480102932
AK2	3.98991961209647	0.000255	80	5720.786042	0.000255	0	1909.43373	1.54414156160543e-05	1909.43373015873	509.8642578125	0	162	0	1532	1817.18136173207	57028	2	0.00159241784813236	10	1937111465496840	0.5	0.253307738147865
AK9	5.19931096082685	0.000128	3	0	1e-06	0	1429.854401	7.95980967708572e-06	1429.82106782107	210.09912109375	0	4	0	45	1394.4939259332	841	1	6.30326770902939e-06	11	30317890723.2238	0	0.18968175481842
AKAP1	4.2775296669644	0.000638	9.6	3243.033263	4.6e-05	0.1	1765.250036	2.16354754580653e-05	1765.25003607504	411.03173828125	2	53	0	776	1694.9987769591	13588	4	0.000290016028415251	11	64184697790503	0.56	0.234180158672723
AKAP10	4.2916932499681	0.000383	15.333333	629.971926	3.6e-05	0.333333	1755.367496	1.88029795423618e-05	1755.3674963925	403.96728515625	1	49	0	706	1689.40488791104	13464	3	0.000222507237444012	11	37780428814617.7	0.444444444444444	0.232869129264057
AKAP11	4.25622049253541	0.000255	22	127.810184	0.000118	0	1777.290909	1.50521312167223e-05	1777.29090909091	420.33642578125	0	46	0	928	1703.48495023384	20887	2	0.00074040625627275	11	418334870674549	0	0.235777515135427
AKAP12	4.45221385734337	0.000128	19	0	2.4e-05	0	1690.478211	1.04127018487734e-05	1690.47821067821	363.47119140625	0	20	0	570	1628.49489854408	8858	1	0.000152354215155027	11	17712100203843.2	0	0.224260839835263
AKAP13	3.74722470333036	0.001149	33.222222	15416.652507	0.000192	0	2043.14127	2.57859682872401e-05	2043.14126984127	602.4814453125	0	308	2	2349	1934.87397418872	108726	6	0.00119888278319479	10	1097727000598387	0.518518518518519	0.271045538583325
AKAP17A	4.93900727319127	0.000128	25	0	2e-06	0	1514.852417	1.02360154945891e-05	1514.85241702742	257.95849609375	0	26	0	136	1467.98883922805	2856	1	1.03874943521753e-05	11	82409091225.3138	0	0.200962114224933
AKAP3	4.74786270256476	0.000383	8	22607	2e-06	0	1584.147691	1.0434067888125e-05	1584.14769119769	299.2763671875	0	27	0	317	1527.08871509581	6267	1	1.48823604710375e-05	11	169040790241.37	0.666666666666667	0.210154907296069
AKAP4	5.31491642210029	0.000128	8	0	2e-06	0	1402.057612	9.49088926768367e-06	1402.05761183261	197.632080078125	0	9	0	51	1364.16210116918	853	1	1.14788207886927e-05	12	100550217886.76	0	0.185998621893441
AKAP6	3.91846369784356	0.00051	38.25	1769.202582	0.000143	0	1943.647222	2.02993358997278e-05	1943.64722222222	533.041015625	0	157	0	1804	1850.31892930411	69942	3	0.00089425688091232	10	610242796150492	0.375	0.257846540491123
AKAP8	4.18884777338267	0.000255	24	115.84613	0.000161	0	1802.788095	1.58097893649204e-05	1802.7880952381	435.96875	0	50	0	969	1730.88351407335	24167	2	0.00100468953949561	10	772277342483360	0.5	0.239160002021494
AKAP8L	3.7391859129769	0.001021	34.75	71653.376411	0.000778	0.071429	2046.144841	2.53919878416145e-05	2046.14484126984	604.7744140625	0	286	0.159664183576095	2416	1939.03371553372	129504	6	0.00485199949796034	10	18007128054115798	0.53125	0.271443995923278
AKAP9	3.70856194972566	0.001787	22.857143	43672.76219	0.000511	0.043956	2069.514286	2.82527137600773e-05	2069.51428571429	620.9833984375	1	334	0	2513	1955.04555463804	123913	7	0.00318417013135112	10	7761721837925788	0.76530612244898	0.274544214077224
AKIRIN2	4.96018884777338	0.000128	8	0	3e-06	0	1506.198449	9.50520169410584e-06	1506.19844877345	252.65087890625	1	9	0	126	1461.7200627685	1704	1	1.69809602863741e-05	11	220032365131.03	0	0.199814068555794
AKR1A1	5.38803113436264	0.000128	8	0	2e-06	0	1386.015584	9.57857112353508e-06	1385.99177489177	191.211669921875	0	9	0	75	1345.65064178468	927	1	9.3295368708396e-06	12	94941232470.3949	0	0.183867308953554
AKR1B1	3.18897537322955	0.005487	31.55814	186137.527119	0.001506	0.043189	2438.240873	3.12474529195332e-05	2438.24087301587	886.607421875	2.61818181818182	1400	0.0819254331688837	4802	2273.58530729834	645199	11	0.00941083139023575	9	67597219483556120	0.595997836668469	0.323459919476746
AKR1C1	5.4977670026796	0.000128	5	0	0	0	1350.253211	7.65996103498665e-06	1350.25321067821	171.144287109375	1	6	0	13	1318.79134753748	438	1	3.00179908598506e-06	12	6875767527.77935	0	0.179126188734187
AKR7A2	5.01722597932882	0.000255	16	7537	1e-06	0	1494.427417	1.04985946373245e-05	1494.42741702742	247.97705078125	0	34	0	184	1445.10284842319	3326	1	3.56783778756517e-06	11	9716171527.0345	0.5	0.198252509555261
AKR7A3	5.97894602526477	0.000128	2	0	0	0	1240.664755	6.36394809950423e-06	1240.66475468975	124.738525390625	1	3	0	32	1212.65646541605	186	1	6.89382289119217e-08	12	3628018.463156	0	0.164588054482585
AKT1	3.34554038535154	0.004084	26.84375	110184.525263	0.001926	0.03629	2311.956746	3.05537971783247e-05	2311.95674603175	794.484375	0	891	0.0764779545510625	4087	2167.18578130363	435429	11	0.0120620552630833	9	111022552102846496	0.498046875	0.306706917754253
